#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	22.620381	-11.280067	22.621112	-11.280000	11.981619	-22.208781	45.187385	11.287004	45.188249	11.287070	44.408518	10.218119	
1	22.621405	-11.279773	22.623317	-11.277064	11.985803	-22.204596	45.184449	11.284068	45.187955	11.286777	44.407947	10.217548	
2	22.622286	-11.278892	22.632124	-11.268258	11.998355	-22.192044	45.175643	11.275261	45.187074	11.285896	44.406236	10.215837	
3	22.623753	-11.277425	22.646794	-11.253587	12.019266	-22.171133	45.160972	11.260591	45.185607	11.284429	44.403385	10.212986	
4	22.625806	-11.275372	22.667319	-11.233062	12.048524	-22.141875	45.140447	11.240066	45.183554	11.282376	44.399396	10.208997	
5	22.628443	-11.272735	22.693684	-11.206697	12.086110	-22.104289	45.114082	11.213701	45.180917	11.279739	44.394272	10.203873	
6	22.631663	-11.269515	22.725871	-11.174511	12.132001	-22.058398	45.081896	11.181514	45.177697	11.276519	44.388017	10.197618	
7	22.635463	-11.265715	22.763857	-11.136524	12.186170	-22.004229	45.043909	11.143528	45.173897	11.272719	44.380635	10.190236	
8	22.639843	-11.261336	22.807618	-11.092763	12.248582	-21.941817	45.000148	11.099767	45.169518	11.268339	44.372132	10.181732	
9	22.644798	-11.256381	22.857122	-11.043259	12.319199	-21.871200	44.950644	11.050263	45.164563	11.263384	44.362512	10.172113	
10	22.650325	-11.250853	22.912336	-10.988045	12.397978	-21.792421	44.895430	10.995049	45.159035	11.257857	44.351784	10.161385	
11	22.656422	-11.244756	22.973221	-10.927160	12.484870	-21.705530	44.834545	10.934164	45.152938	11.251760	44.339954	10.149555	
12	22.663085	-11.238093	23.039736	-10.860646	12.579821	-21.610578	44.768031	10.867650	45.146275	11.245097	44.327032	10.136632	
13	22.670309	-11.230869	23.111833	-10.788549	12.682774	-21.507626	44.695934	10.795553	45.139051	11.237873	44.313025	10.122626	
14	22.678091	-11.223087	23.189462	-10.710919	12.793664	-21.396736	44.618304	10.717923	45.131269	11.230091	44.297944	10.107545	
15	22.686425	-11.214753	23.272570	-10.627812	12.912423	-21.277977	44.535197	10.634815	45.122935	11.221757	44.281801	10.091401	
16	22.695306	-11.205872	23.361097	-10.539285	13.038978	-21.151422	44.446670	10.546288	45.114054	11.212876	44.264605	10.074206	
17	22.704730	-11.196449	23.454981	-10.445400	13.173250	-21.017149	44.352785	10.452404	45.104631	11.203452	44.246370	10.055970	
18	22.714689	-11.186489	23.554155	-10.346226	13.315157	-20.875242	44.253611	10.353230	45.094671	11.193493	44.227108	10.036709	
19	22.725179	-11.176000	23.658549	-10.241832	13.464612	-20.725787	44.149217	10.248836	45.084182	11.183003	44.206833	10.016434	
20	22.736192	-11.164986	23.768087	-10.132294	13.621521	-20.568878	44.039679	10.139298	45.073168	11.171990	44.185560	9.995161	
21	22.747722	-11.153456	23.882691	-10.017690	13.785788	-20.404611	43.925075	10.024694	45.061638	11.160460	44.163305	9.972905	
22	22.759762	-11.141416	24.002276	-9.898105	13.957311	-20.233088	43.805490	9.905109	45.049598	11.148420	44.140082	9.949683	
23	22.772305	-11.128873	24.126755	-9.773627	14.135985	-20.054415	43.681012	9.780630	45.037055	11.135877	44.115909	9.925510	
24	22.785343	-11.115835	24.256035	-9.644347	14.321697	-19.868702	43.551732	9.651350	45.024017	11.122839	44.090804	9.900405	
25	22.798868	-11.102310	24.390019	-9.510362	14.514334	-19.676065	43.417747	9.517366	45.010492	11.109314	44.064785	9.874386	
