#    itr              mu            ntot            mtot            etot
       1       60.944000        4.599854        0.274963      233.815569
       2       60.966000        4.599487        0.173828      233.990117
       3       60.986000        4.599243        0.112183      234.069878
       4       60.975000        4.599487        0.072266      234.110891
       5       60.981000        4.599731        0.046509      234.159251
       6       60.988000        4.599243        0.029419      234.149722
       7       60.983000        4.599243        0.018921      234.127249
       8       60.975000        4.599487        0.011230      234.142894
       9       60.979000        4.599243        0.006470      234.141881
      10       60.970000        4.599243        0.004517      234.128923
      11       60.969000        4.599243        0.003052      234.128988
      12       60.972000        4.599243        0.002563      234.129153
      13       60.975000        4.599243        0.002563      234.129030
      14       60.975000        4.599243        0.002563      234.129030
