#    itr              mu            ntot            mtot            etot
       1      -21.000000        2.135803        2.135803      -65.398196
       2        0.615000        1.299316       -1.110229       -7.028530
       3       -1.655000        1.299561        0.799683       -8.507954
       4       -1.901000        1.299072       -0.595093       -7.873020
       5       -2.065000        1.299072        0.448608       -7.565368
       6       -2.238000        1.299927       -0.334473       -7.400505
       7       -2.323000        1.299683        0.244873       -7.299636
       8       -2.374000        1.299927       -0.178223       -7.246511
       9       -2.408000        1.299683        0.129150       -7.214765
      10       -2.415000        1.299194       -0.092529       -7.199202
      11       -2.421000        1.299194        0.068604       -7.193227
      12       -2.430000        1.299438       -0.051758       -7.189604
      13       -2.433000        1.299194        0.036865       -7.185584
      14       -2.438000        1.299683       -0.027588       -7.186786
      15       -2.446000        1.299194        0.020264       -7.182322
      16       -2.443000        1.299194       -0.015381       -7.184577
      17       -2.440000        1.299438        0.009766       -7.184992
      18       -2.433000        1.300415       -0.006836       -7.185871
      19       -2.432000        1.299438        0.005859       -7.178187
      20       -2.435000        1.299438       -0.004883       -7.183476
      21       -2.435000        1.299438        0.003906       -7.183464
      22       -2.436000        1.299438       -0.003906       -7.183453
      23       -2.436000        1.299438        0.003906       -7.183453
