#    itr              mu            ntot            mtot            etot
       1       48.283000        4.500000        0.160828      172.083379
       2       48.270000        4.499634        0.080200      172.193986
       3       48.274000        4.499146        0.039185      172.187071
       4       48.259000        4.499146        0.018921      172.173414
       5       48.260000        4.499146        0.010620      172.175776
       6       48.263000        4.499146        0.006226      172.176193
       7       48.259000        4.499634        0.003540      172.199789
       8       48.263000        4.499634        0.002075      172.220037
       9       48.262000        4.499146        0.000854      172.196581
      10       48.257000        4.499146        0.000366      172.176197
      11       48.258000        4.499146        0.000366      172.176198
      12       48.258000        4.499146        0.000366      172.176198
