#    itr              mu            ntot            mtot            etot
       1      -17.944336        1.400146        0.699799      -35.420630
       2       -2.335666        1.400146       -0.484070      -11.317114
       3       -2.658109        1.399414        0.347717      -10.271061
       4       -2.925773        1.400879       -0.251526       -9.787078
       5       -3.136018        1.400513        0.175293       -9.533173
       6       -3.255498        1.400269       -0.121216       -9.397364
       7       -3.299674        1.399292        0.084351       -9.328182
       8       -3.333927        1.400513       -0.058350       -9.304607
       9       -3.339324        1.400269        0.038452       -9.283561
      10       -3.343483        1.399261       -0.025986       -9.273408
      11       -3.350929        1.399292        0.018677       -9.273976
      12       -3.348176        1.400513       -0.012207       -9.276476
      13       -3.337565        1.400024        0.007568       -9.269107
      14       -3.337892        1.399536       -0.004883       -9.269123
      15       -3.338143        1.400513        0.002930       -9.274255
      16       -3.338337        1.399536       -0.001953       -9.266961
      17       -3.338486        1.400513        0.001465       -9.274207
