#    itr              mu            ntot            mtot            etot
       1       -0.262000        2.699341        2.699341      -28.765130
       2        6.086000        2.699097       -0.880127       -4.083484
       3        6.307000        2.699097        0.276611       -2.239716
       4        6.335000        2.699097       -0.087158       -2.043662
       5        6.362000        2.699341        0.028809       -2.022944
       6        6.349000        2.699097       -0.009521       -2.020897
       7        6.350000        2.700073        0.002686       -2.015932
       8        6.346000        2.699341       -0.000488       -2.014085
       9        6.348000        2.699341        0.000488       -2.019066
      10        6.348000        2.699341       -0.000488       -2.019066
