#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	23.571107	-11.264823	23.571107	-11.264823	12.899746	-22.175022	46.172164	11.336234	46.172164	11.336234	45.345005	10.270236	
1	23.571400	-11.264530	23.574039	-11.261891	12.903930	-22.170838	46.169232	11.333302	46.171871	11.335941	45.344435	10.269667	
2	23.572280	-11.263650	23.582832	-11.253098	12.916478	-22.158290	46.160439	11.324509	46.170991	11.335061	45.342728	10.267960	
3	23.573745	-11.262185	23.597480	-11.238450	12.937382	-22.137386	46.145791	11.309861	46.169526	11.333596	45.339883	10.265115	
4	23.575794	-11.260136	23.617974	-11.217956	12.966630	-22.108138	46.125297	11.289367	46.167477	11.331547	45.335904	10.261136	
5	23.578427	-11.257502	23.644298	-11.191631	13.004204	-22.070564	46.098972	11.263043	46.164844	11.328914	45.330792	10.256024	
6	23.581642	-11.254287	23.676436	-11.159494	13.050081	-22.024687	46.066835	11.230905	46.161628	11.325699	45.324552	10.249784	
7	23.585437	-11.250493	23.714364	-11.121566	13.104231	-21.970537	46.028907	11.192977	46.157834	11.321904	45.317188	10.242420	
8	23.589810	-11.246120	23.758057	-11.077873	13.166623	-21.908145	45.985214	11.149284	46.153461	11.317531	45.308705	10.233937	
9	23.594757	-11.241173	23.807484	-11.028446	13.237217	-21.837551	45.935787	11.099857	46.148514	11.312584	45.299109	10.224340	
10	23.600277	-11.235653	23.862610	-10.973319	13.315970	-21.758798	45.880660	11.044731	46.142994	11.307064	45.288406	10.213638	
11	23.606365	-11.229565	23.923398	-10.912531	13.402833	-21.671935	45.819872	10.983943	46.136906	11.300976	45.276605	10.201837	
12	23.613017	-11.222913	23.989805	-10.846125	13.497753	-21.577016	45.753466	10.917536	46.130254	11.294324	45.263714	10.188946	
13	23.620231	-11.215699	24.061784	-10.774146	13.600670	-21.474098	45.681487	10.845557	46.123040	11.287110	45.249742	10.174974	
14	23.628000	-11.207929	24.139285	-10.696645	13.711523	-21.363245	45.603986	10.768056	46.115270	11.279341	45.234699	10.159931	
15	23.636322	-11.199608	24.222253	-10.613677	13.830241	-21.244527	45.521018	10.685088	46.106949	11.271019	45.218596	10.143828	
16	23.645190	-11.190740	24.310628	-10.525302	13.956752	-21.118016	45.432643	10.596713	46.098081	11.262151	45.201444	10.126676	
17	23.654599	-11.181331	24.404349	-10.431581	14.090978	-20.983790	45.338922	10.502992	46.088672	11.252742	45.183256	10.108488	
18	23.664543	-11.171387	24.503348	-10.332582	14.232836	-20.841932	45.239923	10.403993	46.078728	11.242798	45.164044	10.089276	
19	23.675016	-11.160913	24.607553	-10.228377	14.382237	-20.692531	45.135718	10.299788	46.068254	11.232325	45.143822	10.069054	
20	23.686013	-11.149917	24.716889	-10.119041	14.539090	-20.535678	45.026382	10.190452	46.057258	11.221328	45.122606	10.047838	
21	23.697526	-11.138404	24.831276	-10.004654	14.703297	-20.371471	44.911995	10.076065	46.045745	11.209816	45.100410	10.025642	
22	23.709547	-11.126383	24.950630	-9.885300	14.874757	-20.200011	44.792641	9.956711	46.033724	11.197794	45.077251	10.002482	
23	23.722071	-11.113859	25.074862	-9.761068	15.053364	-20.021404	44.668409	9.832479	46.021200	11.185270	45.053145	9.978376	
24	23.735089	-11.100841	25.203879	-9.632050	15.239006	-19.835762	44.539391	9.703462	46.008182	11.172252	45.028110	9.953342	
25	23.748593	-11.087337	25.337584	-9.498346	15.431569	-19.643199	44.405687	9.569757	45.994678	11.158748	45.002164	9.927396	
26	23.762575	-11.073355	25.475874	-9.360056	15.630933	-19.443835	44.267397	9.431467	45.980696	11.144767	44.975327	9.900559	
27	23.777026	-11.058904	25.618642	-9.217287	15.836975	-19.237793	44.124628	9.288699	45.966245	11.130315	44.947619	9.872851	
28	23.791938	-11.043992	25.765776	-9.070153	16.049566	-19.025202	43.977494	9.141565	45.951333	11.115403	44.919060	9.844292	
29	23.807302	-11.028628	25.917159	-8.918771	16.268574	-18.806194	43.826112	8.990182	45.935969	11.100039	44.889671	9.814903	
30	23.823107	-11.012823	26.072668	-8.763262	16.493863	-18.580905	43.670602	8.834673	45.920164	11.084234	44.859475	9.784707	
31	23.839346	-10.996584	26.232176	-8.603754	16.725292	-18.349476	43.511095	8.675165	45.903925	11.067995	44.828494	9.753726	
32	23.856007	-10.979923	26.395547	-8.440383	16.962718	-18.112050	43.347724	8.511794	45.887264	11.051334	44.796752	9.721984	
33	23.873080	-10.962850	26.562642	-8.273288	17.205992	-17.868777	43.180629	8.344699	45.870191	11.034261	44.764273	9.689505	
34	23.890556	-10.945374	26.733315	-8.102615	17.454961	-17.619807	43.009956	8.174026	45.852715	11.016785	44.731082	9.656314	
35	23.908423	-10.927507	26.907411	-7.928519	17.709472	-17.365296	42.835860	7.999930	45.834848	10.998918	44.697205	9.622437	
36	23.926670	-10.909260	27.084769	-7.751161	17.969363	-17.105405	42.658502	7.822572	45.816601	10.980671	44.662669	9.587901	
37	23.945287	-10.890643	27.265219	-7.570710	18.234472	-16.840296	42.478051	7.642122	45.797984	10.962054	44.627500	9.552732	
38	23.964262	-10.871667	27.448584	-7.387346	18.504634	-16.570135	42.294687	7.458757	45.779008	10.943079	44.591726	9.516958	
39	23.983584	-10.852346	27.634674	-7.201256	18.779677	-16.295091	42.108597	7.272667	45.759687	10.923757	44.555376	9.480608	
40	24.003241	-10.832689	27.823290	-7.012640	19.059429	-16.015339	41.919981	7.084051	45.740030	10.904100	44.518479	9.443711	
41	24.023220	-10.812710	28.014220	-6.821709	19.343713	-15.731055	41.729050	6.893121	45.720051	10.884121	44.481066	9.406298	
42	24.043510	-10.792420	28.207240	-6.628689	19.632351	-15.442417	41.536030	6.700101	45.699761	10.863831	44.443167	9.368399	
43	24.064099	-10.771831	28.402109	-6.433821	19.925159	-15.149609	41.341162	6.505232	45.679172	10.843242	44.404814	9.330046	
44	24.084973	-10.750957	28.598569	-6.237361	20.221952	-14.852816	41.144702	6.308772	45.658298	10.822368	44.366038	9.291270	
45	24.106120	-10.729810	28.796341	-6.039589	20.522541	-14.552227	40.946930	6.111000	45.637151	10.801221	44.326874	9.252106	
46	24.127528	-10.708402	28.995125	-5.840805	20.826735	-14.248033	40.748146	5.912216	45.615743	10.779813	44.287354	9.212586	
47	24.149183	-10.686747	29.194592	-5.641338	21.134341	-13.940427	40.548679	5.712749	45.594088	10.758158	44.247514	9.172746	
48	24.171072	-10.664858	29.394385	-5.441545	21.445161	-13.629607	40.348886	5.512956	45.572199	10.736269	44.207389	9.132621	
49	24.193182	-10.642748	29.594109	-5.241821	21.758996	-13.315772	40.149162	5.313232	45.550089	10.714159	44.167014	9.092246	
50	24.215499	-10.620430	29.793327	-5.042603	22.075645	-12.999123	39.949944	5.114014	45.527771	10.691842	44.126428	9.051660	
51	24.238011	-10.597919	29.991553	-4.844376	22.394903	-12.679865	39.751717	4.915788	45.505260	10.669330	44.085667	9.010899	
52	24.260702	-10.575228	30.188244	-4.647686	22.716564	-12.358204	39.555027	4.719097	45.482569	10.646639	44.044771	8.970003	
53	24.283560	-10.552369	30.382786	-4.453144	23.040419	-12.034349	39.360485	4.524555	45.459710	10.623781	44.003779	8.929011	
