#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.324019	5.769578	-10.324019	5.769578	-21.030497	-5.692668	11.825026	27.918624	11.825026	27.918624	11.031840	26.369670	
1	-10.323720	5.769877	-10.321028	5.772570	-21.026285	-5.688456	11.822035	27.915632	11.824727	27.918325	11.031242	26.369072	
2	-10.322823	5.770775	-10.312055	5.781543	-21.013652	-5.675823	11.813062	27.906659	11.823830	27.917427	11.029450	26.367279	
3	-10.321328	5.772270	-10.297107	5.796491	-20.992606	-5.654776	11.798114	27.891711	11.822335	27.915932	11.026463	26.364293	
4	-10.319236	5.774361	-10.276192	5.817406	-20.963159	-5.625329	11.777199	27.870796	11.820243	27.913841	11.022285	26.360114	
5	-10.316549	5.777048	-10.249324	5.844273	-20.925328	-5.587499	11.750331	27.843929	11.817556	27.911154	11.016917	26.354746	
6	-10.313269	5.780329	-10.216520	5.877078	-20.879138	-5.541308	11.717527	27.811124	11.814276	27.907873	11.010362	26.348192	
7	-10.309396	5.784201	-10.177800	5.915798	-20.824615	-5.486785	11.678807	27.772404	11.810403	27.904001	11.002626	26.340456	
8	-10.304934	5.788663	-10.133188	5.960410	-20.761793	-5.423963	11.634195	27.727792	11.805941	27.899539	10.993712	26.331542	
9	-10.299885	5.793712	-10.082712	6.010885	-20.690710	-5.352880	11.583719	27.677317	11.800892	27.894490	10.983627	26.321456	
10	-10.294253	5.799345	-10.026404	6.067193	-20.611408	-5.273578	11.527411	27.621009	11.795260	27.888857	10.972376	26.310205	
11	-10.288040	5.805558	-9.964300	6.129298	-20.523936	-5.186106	11.465307	27.558904	11.789047	27.882644	10.959966	26.297796	
12	-10.281250	5.812347	-9.896437	6.197160	-20.428346	-5.090517	11.397444	27.491041	11.782258	27.875855	10.946405	26.284235	
13	-10.273889	5.819709	-9.822859	6.270738	-20.324697	-4.986867	11.323866	27.417463	11.774896	27.868493	10.931702	26.269531	
14	-10.265959	5.827639	-9.743612	6.349986	-20.213051	-4.875221	11.244619	27.338216	11.766966	27.860563	10.915865	26.253694	
15	-10.257466	5.836132	-9.658746	6.434852	-20.093475	-4.755645	11.159753	27.253350	11.758473	27.852070	10.898904	26.236733	
16	-10.248414	5.845183	-9.568313	6.525284	-19.966041	-4.628212	11.069321	27.162918	11.749422	27.843019	10.880830	26.218659	
17	-10.238811	5.854787	-9.472373	6.621225	-19.830828	-4.492998	10.973380	27.066977	11.739818	27.833415	10.861654	26.199483	
18	-10.228660	5.864937	-9.370984	6.722614	-19.687916	-4.350086	10.871991	26.965588	11.729667	27.823265	10.841387	26.179217	
19	-10.217969	5.875628	-9.264211	6.829387	-19.537392	-4.199562	10.765218	26.858815	11.718976	27.812573	10.820043	26.157872	
20	-10.206744	5.886854	-9.152122	6.941475	-19.379346	-4.041517	10.653129	26.746726	11.707751	27.801348	10.797634	26.135464	
21	-10.194991	5.898607	-9.034788	7.058809	-19.213876	-3.876046	10.535795	26.629393	11.695998	27.789595	10.774175	26.112004	
22	-10.182718	5.910880	-8.912284	7.181313	-19.041080	-3.703250	10.413291	26.506888	11.683725	27.777322	10.749679	26.087509	
23	-10.169932	5.923666	-8.784688	7.308909	-18.861063	-3.523233	10.285695	26.379293	11.670939	27.764536	10.724163	26.061992	
24	-10.156640	5.936957	-8.652082	7.441515	-18.673934	-3.336104	10.153089	26.246687	11.657647	27.751245	10.697641	26.035471	
25	-10.142852	5.950745	-8.514551	7.579046	-18.479806	-3.141976	10.015558	26.109156	11.643859	27.737457	10.670131	26.007960	
26	-10.128575	5.965023	-8.372185	7.721413	-18.278797	-2.940967	9.873192	25.966789	11.629582	27.723179	10.641649	25.979479	
27	-10.113818	5.979780	-8.225074	7.868523	-18.071028	-2.733198	9.726081	25.819678	11.614825	27.708422	10.612213	25.950043	
28	-10.098589	5.995008	-8.073315	8.020282	-17.856625	-2.518795	9.574322	25.667920	11.599596	27.693193	10.581842	25.919672	
29	-10.082898	6.010699	-7.917008	8.176590	-17.635717	-2.297888	9.418015	25.511612	11.583905	27.677503	10.550554	25.888384	
30	-10.066755	6.026842	-7.756255	8.337343	-17.408440	-2.070610	9.257262	25.350859	11.567762	27.661360	10.518369	25.856199	
31	-10.050169	6.043428	-7.591162	8.502436	-17.174929	-1.837099	9.092169	25.185766	11.551176	27.644774	10.485307	25.823136	
32	-10.033150	6.060447	-7.421839	8.671758	-16.935327	-1.597497	8.922847	25.016444	11.534157	27.627755	10.451388	25.789218	
33	-10.015709	6.077888	-7.248401	8.845196	-16.689778	-1.351948	8.749409	24.843006	11.516716	27.610313	10.416634	25.754464	
34	-9.997856	6.095742	-7.070965	9.022632	-16.438431	-1.100602	8.571972	24.665570	11.498863	27.592460	10.381067	25.718896	
35	-9.979601	6.113996	-6.889653	9.203945	-16.181439	-0.843610	8.390660	24.484257	11.480608	27.574206	10.344708	25.682537	
36	-9.960956	6.132641	-6.704589	9.389008	-15.918957	-0.581128	8.205596	24.299193	11.461964	27.555561	10.307580	25.645410	
37	-9.941933	6.151665	-6.515904	9.577694	-15.651144	-0.313315	8.016911	24.110508	11.442940	27.536537	10.269708	25.607538	
38	-9.922542	6.171056	-6.323732	9.769866	-15.378163	-0.040333	7.824739	23.918336	11.423549	27.517146	10.231114	25.568944	
39	-9.902795	6.190802	-6.128212	9.965386	-15.100179	0.237651	7.629219	23.722816	11.403802	27.497400	10.191823	25.529653	
40	-9.882705	6.210893	-5.929488	10.164109	-14.817360	0.520470	7.430495	23.524092	11.383712	27.477309	10.151860	25.489690	
41	-9.862283	6.231315	-5.727710	10.365887	-14.529878	0.807951	7.228717	23.322315	11.363290	27.456887	10.111250	25.449079	
42	-9.841541	6.252056	-5.523034	10.570564	-14.237908	1.099921	7.024041	23.117638	11.342548	27.436146	10.070018	25.407848	
43	-9.820493	6.273104	-5.315622	10.777975	-13.941627	1.396203	6.816629	22.910227	11.321500	27.415097	10.028191	25.366021	
44	-9.799151	6.294447	-5.105645	10.987952	-13.641214	1.696615	6.606652	22.700250	11.300158	27.393755	9.985796	25.323626	
45	-9.777527	6.316070	-4.893282	11.200315	-13.336852	2.000977	6.394289	22.487887	11.278534	27.372132	9.942859	25.280689	
46	-9.755636	6.337962	-4.678722	11.414875	-13.028726	2.309103	6.179729	22.273327	11.256643	27.350240	9.899408	25.237238	
47	-9.733489	6.360108	-4.462167	11.631431	-12.717023	2.620806	5.963174	22.056771	11.234496	27.328094	9.855470	25.193300	
48	-9.711101	6.382496	-4.243832	11.849766	-12.401933	2.935896	5.744839	21.838436	11.212108	27.305705	9.811075	25.148904	
49	-9.688485	6.405113	-4.023949	12.069648	-12.083647	3.254182	5.524956	21.618554	11.189492	27.283089	9.766250	25.104079	
50	-9.665654	6.427943	-3.802773	12.290824	-11.762359	3.575470	5.303780	21.397378	11.166661	27.260259	9.721024	25.058853	
51	-9.642623	6.450974	-3.580583	12.513014	-11.438265	3.899565	5.081590	21.175188	11.143630	27.237228	9.675427	25.013256	
52	-9.619405	6.474192	-3.357692	12.735906	-11.111561	4.226268	4.858699	20.952296	11.120413	27.214010	9.629488	24.967317	
53	-9.596015	6.497582	-3.134452	12.959146	-10.782448	4.555382	4.635459	20.729056	11.097022	27.190619	9.583238	24.921067	
54	-9.572466	6.521132	-2.911271	13.182326	-10.451125	4.886704	4.412278	20.505876	11.073473	27.167070	9.536706	24.874536	
55	-9.548772	6.544825	-2.688626	13.404971	-10.117796	5.220034	4.189633	20.283231	11.049779	27.143377	9.489924	24.827753	
56	-9.524949	6.568649	-2.467086	13.626511	-9.782663	5.555166	3.968093	20.061691	11.025956	27.119553	9.442922	24.780752	
57	-9.501010	6.592588	-2.247344	13.846254	-9.445932	5.891897	3.748351	19.841948	11.002017	27.095614	9.395732	24.733562	
58	-9.476969	6.616628	-2.030260	14.063337	-9.107809	6.230021	3.531267	19.624865	10.977976	27.071573	9.348386	24.686215	
59	-9.452842	6.640756	-1.816928	14.276669	-8.768500	6.569330	3.317935	19.411533	10.953849	27.047446	9.300915	24.638744	
60	-9.428642	6.664955	-1.608762	14.484836	-8.428214	6.909616	3.109769	19.203366	10.929649	27.023247	9.253351	24.591181	
61	-9.404385	6.689213	-1.407625	14.685972	-8.087159	7.250670	2.908632	19.002230	10.905392	26.998989	9.205727	24.543557	
62	-9.380085	6.713513	-1.216009	14.877589	-7.745546	7.592283	2.717016	18.810613	10.881092	26.974689	9.158077	24.495907	
63	-9.355756	6.737841	-1.037262	15.056335	-7.403585	7.934245	2.538269	18.631867	10.856763	26.950360	9.110433	24.448262	
64	-9.331414	6.762184	-0.875859	15.217739	-7.061485	8.276344	2.376866	18.470463	10.832421	26.926018	9.062828	24.400658	
65	-9.307072	6.786525	-0.737602	15.355996	-6.719459	8.618370	2.238609	18.332206	10.808079	26.901677	9.015297	24.353126	
66	-9.282747	6.810851	-0.629520	15.464078	-6.377718	8.960111	2.130527	18.224124	10.783754	26.877351	8.967873	24.305703	
67	-9.258451	6.835146	-0.559053	15.534545	-6.036474	9.301355	2.060060	18.153657	10.759458	26.853056	8.920592	24.258421	
68	-9.234201	6.859397	-0.532246	15.561351	-5.695939	9.641891	2.033253	18.126851	10.735208	26.828805	8.873487	24.211317	
69	-9.210010	6.883588	2.052532	18.146129	-5.356324	9.981505	-0.551525	15.542073	10.711017	26.804614	8.826595	24.164425	
70	-9.185893	6.907705	2.115578	18.209175	-5.017843	10.319987	-0.614571	15.479027	10.686900	26.780497	8.779951	24.117781	
71	-9.161865	6.931733	2.216318	18.309916	-4.680705	10.657124	-0.715311	15.378286	10.662872	26.756469	8.733591	24.071420	
72	-9.137940	6.955658	2.347147	18.440745	-4.345125	10.992705	-0.846140	15.247457	10.638947	26.732544	8.687551	24.025381	
73	-9.114132	6.979465	2.500808	18.594405	-4.011312	11.326518	-0.999801	15.093797	10.615139	26.708737	8.641870	23.979699	
74	-9.090456	7.003141	2.671281	18.764879	-3.679479	11.658351	-1.170274	14.923323	10.591463	26.685061	8.596583	23.934413	
75	-9.066927	7.026671	2.853922	18.947519	-3.349835	11.987994	-1.352915	14.740683	10.567934	26.661531	8.551731	23.889561	
76	-9.043557	7.050040	3.045254	19.138851	-3.022593	12.315237	-1.544247	14.549350	10.544564	26.638162	8.507351	23.845181	
