# n = 1.9 U  = 20.0 J = 5.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       26.847000        1.900024        0.221191       41.533643
       2       26.842100        1.900024        0.105225       42.012438
       3       26.771300        1.900024        0.050781       42.096364
       4       26.795600        1.900024        0.024902       42.121064
       5       26.774100        1.900024        0.011963       42.125048
       6       26.775596        1.900269        0.005493       42.133421
       7       26.777196        1.900024        0.002441       42.133955
       8       26.765796        1.900024        0.000977       42.126224
       9       26.762696        1.900024        0.000488       42.125905
      10       26.760796        1.900024        0.000488       42.126240
      11       26.758696        1.900024        0.000488       42.125907
