# n = 1.1 U  = 16.0 J = 4.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        6.315000        1.100098        0.172668        3.359902
       2        6.235000        1.100098        0.123108        3.460548
       3        6.185533        1.100342        0.092712        3.506567
       4        6.137158        1.100220        0.067383        3.531976
       5        6.113658        1.099976        0.049927        3.542158
       6        6.099658        1.099976        0.036987        3.545706
       7        6.092138        1.100220        0.027832        3.551107
       8        6.083138        1.099976        0.020142        3.555214
       9        6.090338        1.099976        0.014282        3.552780
      10        6.081038        1.099976        0.010864        3.553489
      11        6.080138        1.099976        0.007935        3.553737
      12        6.080242        1.100220        0.005859        3.555434
      13        6.079468        1.100220        0.005371        3.559109
      14        6.081103        1.100220        0.004883        3.559132
      15        6.083544        1.100220        0.004883        3.559155
      16        6.083544        1.100220        0.004883        3.559155
