#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-11.000000	-11.000000	-11.000000	-11.000000	-22.000000	-22.000000	
1	-10.999925	-10.999925	-10.999247	-10.999247	-21.998946	-21.998946	
2	-10.999699	-10.999699	-10.996988	-10.996988	-21.995783	-21.995783	
3	-10.999322	-10.999322	-10.993224	-10.993224	-21.990513	-21.990513	
4	-10.998795	-10.998795	-10.987955	-10.987955	-21.983136	-21.983136	
5	-10.998118	-10.998118	-10.981181	-10.981181	-21.973654	-21.973654	
6	-10.997290	-10.997290	-10.972905	-10.972905	-21.962066	-21.962066	
7	-10.996313	-10.996313	-10.963126	-10.963126	-21.948377	-21.948377	
8	-10.995185	-10.995185	-10.951847	-10.951847	-21.932586	-21.932586	
9	-10.993907	-10.993907	-10.939070	-10.939070	-21.914698	-21.914698	
10	-10.992480	-10.992480	-10.924795	-10.924795	-21.894713	-21.894713	
11	-10.990903	-10.990903	-10.909026	-10.909026	-21.872637	-21.872637	
12	-10.989177	-10.989177	-10.891765	-10.891765	-21.848471	-21.848471	
13	-10.987301	-10.987301	-10.873014	-10.873014	-21.822220	-21.822220	
14	-10.985278	-10.985278	-10.852776	-10.852776	-21.793887	-21.793887	
15	-10.983105	-10.983105	-10.831055	-10.831055	-21.763477	-21.763477	
16	-10.980785	-10.980785	-10.807853	-10.807853	-21.730994	-21.730994	
17	-10.978317	-10.978317	-10.783174	-10.783174	-21.696443	-21.696443	
18	-10.975702	-10.975702	-10.757021	-10.757021	-21.659830	-21.659830	
19	-10.972940	-10.972940	-10.729400	-10.729400	-21.621159	-21.621159	
20	-10.970031	-10.970031	-10.700313	-10.700313	-21.580438	-21.580438	
21	-10.966976	-10.966976	-10.669765	-10.669765	-21.537671	-21.537671	
22	-10.963776	-10.963776	-10.637761	-10.637761	-21.492865	-21.492865	
23	-10.960431	-10.960431	-10.604305	-10.604305	-21.446027	-21.446027	
24	-10.956940	-10.956940	-10.569403	-10.569403	-21.397165	-21.397165	
25	-10.953306	-10.953306	-10.533060	-10.533060	-21.346285	-21.346285	
26	-10.949528	-10.949528	-10.495282	-10.495282	-21.293395	-21.293395	
27	-10.945607	-10.945607	-10.456073	-10.456073	-21.238503	-21.238503	
28	-10.941544	-10.941544	-10.415441	-10.415441	-21.181617	-21.181617	
29	-10.937339	-10.937339	-10.373390	-10.373390	-21.122746	-21.122746	
30	-10.932993	-10.932993	-10.329928	-10.329928	-21.061899	-21.061899	
31	-10.928506	-10.928506	-10.285061	-10.285061	-20.999085	-20.999085	
32	-10.923880	-10.923880	-10.238795	-10.238795	-20.934313	-20.934313	
33	-10.919114	-10.919114	-10.191139	-10.191139	-20.867594	-20.867594	
34	-10.914210	-10.914210	-10.142098	-10.142098	-20.798937	-20.798937	
35	-10.909168	-10.909168	-10.091680	-10.091680	-20.728352	-20.728352	
36	-10.903989	-10.903989	-10.039893	-10.039893	-20.655850	-20.655850	
37	-10.898674	-10.898674	-9.986745	-9.986745	-20.581443	-20.581443	
38	-10.893224	-10.893224	-9.932243	-9.932243	-20.505140	-20.505140	
39	-10.887640	-10.887640	-9.876396	-9.876396	-20.426955	-20.426955	
40	-10.881921	-10.881921	-9.819213	-9.819213	-20.346898	-20.346898	
41	-10.876070	-10.876070	-9.760701	-9.760701	-20.264981	-20.264981	
42	-10.870087	-10.870087	-9.700870	-9.700870	-20.181218	-20.181218	
43	-10.863973	-10.863973	-9.639729	-9.639729	-20.095620	-20.095620	
44	-10.857729	-10.857729	-9.577286	-9.577286	-20.008201	-20.008201	
45	-10.851355	-10.851355	-9.513552	-9.513552	-19.918973	-19.918973	
46	-10.844854	-10.844854	-9.448536	-9.448536	-19.827950	-19.827950	
47	-10.838225	-10.838225	-9.382247	-9.382247	-19.735146	-19.735146	
48	-10.831470	-10.831470	-9.314696	-9.314696	-19.640575	-19.640575	
49	-10.824589	-10.824589	-9.245893	-9.245893	-19.544250	-19.544250	
50	-10.817585	-10.817585	-9.175848	-9.175848	-19.446187	-19.446187	
51	-10.810457	-10.810457	-9.104572	-9.104572	-19.346401	-19.346401	
52	-10.803208	-10.803208	-9.032075	-9.032075	-19.244905	-19.244905	
53	-10.795837	-10.795837	-8.958369	-8.958369	-19.141717	-19.141717	
54	-10.788346	-10.788346	-8.883464	-8.883464	-19.036850	-19.036850	
55	-10.780737	-10.780737	-8.807372	-8.807372	-18.930321	-18.930321	
56	-10.773010	-10.773010	-8.730105	-8.730105	-18.822146	-18.822146	
57	-10.765167	-10.765167	-8.651673	-8.651673	-18.712342	-18.712342	
58	-10.757209	-10.757209	-8.572088	-8.572088	-18.600924	-18.600924	
59	-10.749136	-10.749136	-8.491364	-8.491364	-18.487910	-18.487910	
60	-10.740951	-10.740951	-8.409511	-8.409511	-18.373316	-18.373316	
61	-10.732654	-10.732654	-8.326543	-8.326543	-18.257160	-18.257160	
62	-10.724247	-10.724247	-8.242471	-8.242471	-18.139459	-18.139459	
63	-10.715731	-10.715731	-8.157308	-8.157308	-18.020232	-18.020232	
64	-10.707107	-10.707107	-8.071068	-8.071068	-17.899495	-17.899495	
65	-10.698376	-10.698376	-7.983762	-7.983762	-17.777267	-17.777267	
66	-10.689541	-10.689541	-7.895405	-7.895405	-17.653568	-17.653568	
67	-10.680601	-10.680601	-7.806010	-7.806010	-17.528414	-17.528414	
68	-10.671559	-10.671559	-7.715590	-7.715590	-17.401825	-17.401825	
69	-10.662416	-10.662416	-7.624158	-7.624158	-17.273821	-17.273821	
70	-10.653173	-10.653173	-7.531728	-7.531728	-17.144420	-17.144420	
71	-10.643832	-10.643832	-7.438315	-7.438315	-17.013642	-17.013642	
72	-10.634393	-10.634393	-7.343933	-7.343933	-16.881506	-16.881506	
73	-10.624859	-10.624859	-7.248595	-7.248595	-16.748033	-16.748033	
74	-10.615232	-10.615232	-7.152316	-7.152316	-16.613242	-16.613242	
75	-10.605511	-10.605511	-7.055110	-7.055110	-16.477155	-16.477155	
76	-10.595699	-10.595699	-6.956993	-6.956993	-16.339790	-16.339790	
77	-10.585798	-10.585798	-6.857979	-6.857979	-16.201170	-16.201170	
78	-10.575808	-10.575808	-6.758082	-6.758082	-16.061315	-16.061315	
79	-10.565732	-10.565732	-6.657318	-6.657318	-15.920245	-15.920245	
80	-10.555570	-10.555570	-6.555702	-6.555702	-15.777983	-15.777983	
81	-10.545325	-10.545325	-6.453250	-6.453250	-15.634550	-15.634550	
82	-10.534998	-10.534998	-6.349976	-6.349976	-15.489967	-15.489967	
83	-10.524590	-10.524590	-6.245897	-6.245897	-15.344256	-15.344256	
84	-10.514103	-10.514103	-6.141027	-6.141027	-15.197438	-15.197438	
85	-10.503538	-10.503538	-6.035384	-6.035384	-15.049537	-15.049537	
86	-10.492898	-10.492898	-5.928982	-5.928982	-14.900575	-14.900575	
87	-10.482184	-10.482184	-5.821838	-5.821838	-14.750573	-14.750573	
88	-10.471397	-10.471397	-5.713967	-5.713967	-14.599554	-14.599554	
89	-10.460539	-10.460539	-5.605387	-5.605387	-14.447542	-14.447542	
