#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	0.665312	3.785246	0.665312	3.785246	-10.240611	-7.183299	22.670564	25.790498	22.670565	25.790499	21.762339	24.819651	
1	0.665613	3.785547	0.668323	3.788257	-10.236394	-7.179082	22.667553	25.787487	22.670263	25.790197	21.761737	24.819049	
2	0.666516	3.786450	0.677355	3.797289	-10.223748	-7.166436	22.658522	25.778456	22.669360	25.789294	21.759931	24.817243	
3	0.668021	3.787955	0.692401	3.812335	-10.202679	-7.145367	22.643476	25.763410	22.667855	25.787789	21.756922	24.814234	
4	0.670126	3.790060	0.713453	3.833387	-10.173201	-7.115889	22.622423	25.742357	22.665750	25.785684	21.752712	24.810024	
5	0.672831	3.792765	0.740499	3.860433	-10.135330	-7.078018	22.595378	25.715312	22.663046	25.782980	21.747304	24.804616	
6	0.676133	3.796067	0.773521	3.893455	-10.089090	-7.031778	22.562356	25.682290	22.659743	25.779677	21.740700	24.798012	
7	0.680031	3.799965	0.812500	3.932434	-10.034509	-6.977197	22.523377	25.643311	22.655845	25.775780	21.732906	24.790218	
8	0.684522	3.804456	0.857413	3.977347	-9.971619	-6.914307	22.478464	25.598398	22.651354	25.771288	21.723924	24.781236	
9	0.689604	3.809538	0.908232	4.028166	-9.900459	-6.843147	22.427645	25.547579	22.646272	25.766206	21.713762	24.771074	
10	0.695273	3.815208	0.964926	4.084860	-9.821071	-6.763759	22.370951	25.490885	22.640603	25.760537	21.702424	24.759736	
11	0.701527	3.821461	1.027462	4.147396	-9.733503	-6.676191	22.308415	25.428349	22.634349	25.754283	21.689919	24.747231	
12	0.708361	3.828295	1.095802	4.215736	-9.637808	-6.580496	22.240075	25.360009	22.627515	25.747449	21.676252	24.733564	
13	0.715772	3.835706	1.169904	4.289838	-9.534044	-6.476732	22.165973	25.285907	22.620105	25.740039	21.661434	24.718746	
14	0.723754	3.843688	1.249724	4.369658	-9.422272	-6.364960	22.086153	25.206087	22.612122	25.732056	21.645472	24.702784	
15	0.732303	3.852237	1.335214	4.455148	-9.302561	-6.245249	22.000663	25.120597	22.603573	25.723507	21.628376	24.685688	
16	0.741414	3.861348	1.426322	4.546256	-9.174983	-6.117671	21.909555	25.029489	22.594462	25.714396	21.610157	24.667469	
17	0.751081	3.871016	1.522993	4.642927	-9.039613	-5.982301	21.812884	24.932818	22.584795	25.704729	21.590825	24.648137	
18	0.761299	3.881234	1.625168	4.745102	-8.896535	-5.839223	21.710709	24.830643	22.574577	25.694511	21.570392	24.627704	
19	0.772062	3.891996	1.732787	4.852721	-8.745834	-5.688522	21.603090	24.723024	22.563814	25.683748	21.548871	24.606183	
20	0.783362	3.903296	1.845784	4.965718	-8.587601	-5.530289	21.490093	24.610027	22.552514	25.672448	21.526274	24.583586	
21	0.795194	3.915128	1.964091	5.084025	-8.421931	-5.364619	21.371786	24.491720	22.540683	25.660617	21.502616	24.559928	
22	0.807549	3.927483	2.087636	5.207570	-8.248924	-5.191612	21.248241	24.368175	22.528327	25.648261	21.477910	24.535222	
23	0.820421	3.940355	2.216345	5.336279	-8.068685	-5.011373	21.119531	24.239465	22.515455	25.635390	21.452170	24.509483	
24	0.833801	3.953736	2.350141	5.470075	-7.881321	-4.824009	20.985736	24.105670	22.502075	25.622009	21.425414	24.482726	
25	0.847683	3.967617	2.488942	5.608876	-7.686946	-4.629634	20.846935	23.966869	22.488193	25.608127	21.397657	24.454969	
26	0.862057	3.981991	2.632665	5.752599	-7.485677	-4.428365	20.703212	23.823146	22.473820	25.593754	21.368915	24.426227	
27	0.876914	3.996848	2.781222	5.901156	-7.277635	-4.220323	20.554654	23.674588	22.458962	25.578896	21.339207	24.396519	
28	0.892246	4.012180	2.934525	6.054459	-7.062946	-4.005634	20.401352	23.521286	22.443630	25.563564	21.308549	24.365861	
29	0.908044	4.027978	3.092480	6.212414	-6.841738	-3.784426	20.243397	23.363331	22.427832	25.547766	21.276961	24.334273	
30	0.924297	4.044232	3.254992	6.374926	-6.614146	-3.556834	20.080885	23.200819	22.411579	25.531513	21.244461	24.301773	
31	0.940997	4.060931	3.421963	6.541897	-6.380306	-3.322994	19.913914	23.033848	22.394879	25.514813	21.211069	24.268381	
32	0.958133	4.078067	3.593292	6.713226	-6.140359	-3.083047	19.742585	22.862519	22.377743	25.497677	21.176806	24.234118	
33	0.975695	4.095629	3.768875	6.888809	-5.894449	-2.837137	19.567002	22.686936	22.360181	25.480115	21.141691	24.199003	
34	0.993672	4.113606	3.948605	7.068539	-5.642726	-2.585414	19.387272	22.507206	22.342204	25.462138	21.105747	24.163059	
35	1.012054	4.131988	4.132375	7.252309	-5.385340	-2.328028	19.203502	22.323436	22.323823	25.443757	21.068994	24.126306	
36	1.030828	4.150762	4.320073	7.440007	-5.122447	-2.065135	19.015804	22.135738	22.305048	25.424982	21.031456	24.088768	
37	1.049985	4.169919	4.511584	7.631518	-4.854204	-1.796892	18.824293	21.944227	22.285891	25.405825	20.993154	24.050466	
38	1.069512	4.189447	4.706794	7.826728	-4.580775	-1.523463	18.629083	21.749017	22.266364	25.386298	20.954112	24.011424	
39	1.089398	4.209333	4.905583	8.025517	-4.302323	-1.245011	18.430294	21.550228	22.246478	25.366412	20.914353	23.971665	
40	1.109631	4.229565	5.107831	8.227765	-4.019015	-0.961703	18.228046	21.347980	22.226245	25.346179	20.873901	23.931213	
41	1.130198	4.250133	5.313414	8.433348	-3.731024	-0.673712	18.022463	21.142397	22.205678	25.325612	20.832781	23.890093	
42	1.151088	4.271022	5.522208	8.642142	-3.438523	-0.381211	17.813669	20.933603	22.184788	25.304722	20.791018	23.848330	
43	1.172287	4.292221	5.734086	8.854020	-3.141686	-0.084374	17.601791	20.721725	22.163589	25.283523	20.748637	23.805949	
44	1.193783	4.313717	5.948917	9.068851	-2.840695	0.216617	17.386960	20.506894	22.142093	25.262028	20.705663	23.762975	
45	1.215562	4.335496	6.166571	9.286505	-2.535729	0.521583	17.169306	20.289240	22.120314	25.240248	20.662122	23.719434	
46	1.237613	4.357547	6.386914	9.506848	-2.226974	0.830338	16.948963	20.068897	22.098263	25.218198	20.618041	23.675353	
47	1.259920	4.379855	6.609810	9.729744	-1.914613	1.142699	16.726067	19.846001	22.075956	25.195890	20.573446	23.630758	
48	1.282472	4.402407	6.835122	9.955056	-1.598837	1.458475	16.500755	19.620689	22.053404	25.173338	20.528365	23.585677	
49	1.305255	4.425189	7.062710	10.182644	-1.279836	1.777476	16.273167	19.393101	22.030621	25.150556	20.482824	23.540136	
50	1.328254	4.448188	7.292432	10.412366	-0.957800	2.099512	16.043445	19.163379	22.007623	25.127557	20.436851	23.494163	
51	1.351455	4.471390	7.524143	10.644077	-0.632926	2.424386	15.811734	18.931668	21.984421	25.104355	20.390473	23.447785	
52	1.374846	4.494780	7.757696	10.877630	-0.305408	2.751905	15.578181	18.698115	21.961030	25.080964	20.343720	23.401032	
53	1.398412	4.518346	7.992941	11.112875	0.024557	3.081869	15.342936	18.462870	21.937465	25.057399	20.296619	23.353931	
54	1.422138	4.542072	8.229723	11.349657	0.356768	3.414080	15.106154	18.226088	21.913738	25.033673	20.249198	23.306510	
55	1.446010	4.565944	8.467885	11.587819	0.691027	3.748339	14.867992	17.987926	21.889866	25.009800	20.201486	23.258798	
56	1.470014	4.589948	8.707261	11.827195	1.027131	4.084443	14.628616	17.748550	21.865862	24.985796	20.153513	23.210825	
57	1.494136	4.614070	8.947678	12.067612	1.364879	4.422191	14.388199	17.508133	21.841740	24.961674	20.105307	23.162619	
58	1.518361	4.638295	9.188952	12.308886	1.704065	4.761377	14.146925	17.266859	21.817515	24.937450	20.056898	23.114210	
59	1.542674	4.662608	9.430879	12.550813	2.044487	5.101799	13.904998	17.024932	21.793203	24.913137	20.008314	23.065626	
60	1.567060	4.686994	9.673230	12.793164	2.385938	5.443250	13.662647	16.782581	21.768816	24.888750	19.959585	23.016897	
61	1.591506	4.711440	9.915726	13.035660	2.728213	5.785525	13.420151	16.540085	21.744370	24.864304	19.910741	22.968053	
62	1.615996	4.735930	10.158005	13.277939	3.071105	6.128417	13.177872	16.297806	21.719880	24.839815	19.861811	22.919123	
63	1.640515	4.760449	10.399540	13.519474	3.414408	6.471720	12.936337	16.056271	21.695361	24.815295	19.812826	22.870138	
64	1.665049	4.784983	10.639453	13.759387	3.757915	6.815227	12.696424	15.816358	21.670827	24.790761	19.763814	22.821126	
65	1.689583	4.809518	10.875988	13.995922	4.101418	7.158730	12.459889	15.579823	21.646293	24.766227	19.714806	22.772118	
66	1.714103	4.834037	11.104740	14.224674	4.444710	7.502022	12.231137	15.351071	21.621773	24.741707	19.665831	22.723143	
67	1.738592	4.858527	11.310635	14.430569	4.787584	7.844896	12.025242	15.145176	21.597284	24.717218	19.616919	22.674231	
68	1.763038	4.882972	11.426742	14.546676	5.129834	8.187146	11.909135	15.029069	21.572838	24.692772	19.568100	22.625412	
69	1.787424	4.907358	11.996582	15.116516	5.471253	8.528565	11.339295	14.459229	21.548452	24.668386	19.519404	22.576716	
70	1.811737	4.931671	12.193444	15.313378	5.811634	8.868946	11.142433	14.262367	21.524139	24.644073	19.470860	22.528172	
71	1.835961	4.955895	12.417166	15.537100	6.150773	9.208085	10.918711	14.038645	21.499915	24.619849	19.422498	22.479810	
72	1.860082	4.980016	12.648754	15.768688	6.488464	9.545776	10.687123	13.807057	21.475794	24.595728	19.374348	22.431660	
73	1.884086	5.004020	12.882966	16.002900	6.824505	9.881817	10.452910	13.572844	21.451790	24.571724	19.326439	22.383751	
74	1.907958	5.027892	13.117806	16.237740	7.158691	10.216003	10.218071	13.338005	21.427919	24.547853	19.278800	22.336112	
75	1.931683	5.051617	13.352307	16.472241	7.490821	10.548133	9.983570	13.103504	21.404193	24.524127	19.231461	22.288773	
76	1.955248	5.075182	13.585908	16.705842	7.820694	10.878006	9.749969	12.869903	21.380628	24.500563	19.184450	22.241762	
77	1.978638	5.098572	13.818234	16.938168	8.148112	11.205424	9.517643	12.637577	21.357239	24.477173	19.137798	22.195110	
78	2.001839	5.121773	14.049002	17.168936	8.472875	11.530187	9.286875	12.406809	21.334038	24.453972	19.091532	22.148844	
79	2.024837	5.144771	14.277982	17.397916	8.794788	11.852100	9.057895	12.177829	21.311040	24.430974	19.045681	22.102993	
80	2.047618	5.167552	14.504975	17.624909	9.113655	12.170967	8.830902	11.950836	21.288258	24.408192	19.000274	22.057586	
81	2.070169	5.190103	14.729802	17.849736	9.429285	12.486597	8.606075	11.726009	21.265707	24.385642	18.955340	22.012652	
82	2.092475	5.212410	14.952298	18.072232	9.741485	12.798797	8.383579	11.503513	21.243401	24.363335	18.910905	21.968217	
83	2.114525	5.234459	15.172306	18.292240	10.050066	13.107378	8.163571	11.283505	21.221351	24.341286	18.866999	21.924311	
84	2.136303	5.256237	15.389677	18.509611	10.354841	13.412153	7.946200	11.066134	21.199573	24.319507	18.823648	21.880960	
85	2.157798	5.277732	15.604267	18.724201	10.655625	13.712937	7.731610	10.851544	21.178078	24.298012	18.780882	21.838194	
86	2.178996	5.298930	15.815937	18.935871	10.952236	14.009548	7.519940	10.639874	21.156881	24.276815	18.738726	21.796038	
87	2.199884	5.319818	16.024551	19.144485	11.244492	14.301804	7.311326	10.431260	21.135992	24.255927	18.697208	21.754520	
88	2.220450	5.340384	16.229978	19.349912	11.532215	14.589527	7.105899	10.225833	21.115426	24.235361	18.656356	21.713668	
89	2.240681	5.360615	16.432089	19.552023	11.815231	14.872543	6.903788	10.023722	21.095195	24.215129	18.616196	21.673508	
90	2.260566	5.380500	16.630756	19.750690	12.093365	15.150678	6.705120	9.825054	21.075310	24.195245	18.576755	21.634067	
91	2.280092	5.400026	16.825859	19.945793	12.366448	15.423760	6.510018	9.629952	21.055784	24.175719	18.538059	21.595371	
92	2.299247	5.419181	17.017275	20.137209	12.634312	15.691624	6.318602	9.438536	21.036629	24.156563	18.500136	21.557448	
93	2.318020	5.437955	17.204887	20.324821	12.896791	15.954103	6.130990	9.250924	21.017856	24.137790	18.463012	21.520324	
94	2.336400	5.456335	17.388581	20.508515	13.153722	16.211034	5.947296	9.067230	20.999476	24.119410	18.426714	21.484026	
95	2.354376	5.474310	17.568242	20.688176	13.404947	16.462259	5.767634	8.887568	20.981500	24.101434	18.391268	21.448580	
96	2.371936	5.491871	17.743763	20.863697	13.650308	16.707620	5.592114	8.712048	20.963940	24.083874	18.356702	21.414014	
