#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-1.603470	-1.602402	-1.603470	-1.602402	-12.790497	-12.790070	
1	-1.603169	-1.602101	-1.600458	-1.599390	-12.786280	-12.785853	
2	-1.602265	-1.601197	-1.591424	-1.590356	-12.773633	-12.773206	
3	-1.600760	-1.599692	-1.576374	-1.575306	-12.752563	-12.752136	
4	-1.598655	-1.597586	-1.555317	-1.554249	-12.723083	-12.722656	
5	-1.595949	-1.594881	-1.528265	-1.527197	-12.685210	-12.684783	
6	-1.592646	-1.591578	-1.495235	-1.494167	-12.638968	-12.638541	
7	-1.588747	-1.587679	-1.456246	-1.455178	-12.584384	-12.583957	
8	-1.584255	-1.583187	-1.411323	-1.410255	-12.521491	-12.521064	
9	-1.579172	-1.578104	-1.360491	-1.359423	-12.450327	-12.449899	
10	-1.573501	-1.572433	-1.303782	-1.302714	-12.370934	-12.370507	
11	-1.567246	-1.566178	-1.241231	-1.240162	-12.283362	-12.282935	
12	-1.560410	-1.559342	-1.172873	-1.171805	-12.187662	-12.187234	
13	-1.552998	-1.551930	-1.098752	-1.097684	-12.083891	-12.083464	
14	-1.545014	-1.543946	-1.018911	-1.017842	-11.972114	-11.971686	
15	-1.536463	-1.535395	-0.933398	-0.932330	-11.852396	-11.851969	
16	-1.527349	-1.526281	-0.842265	-0.841197	-11.724810	-11.724383	
17	-1.517680	-1.516611	-0.745567	-0.744499	-11.589433	-11.589006	
18	-1.507459	-1.506391	-0.643363	-0.642295	-11.446347	-11.445920	
19	-1.496694	-1.495626	-0.535713	-0.534645	-11.295637	-11.295210	
20	-1.485391	-1.484323	-0.422682	-0.421614	-11.137395	-11.136967	
21	-1.473557	-1.472489	-0.304340	-0.303272	-10.971715	-10.971287	
22	-1.461198	-1.460130	-0.180756	-0.179688	-10.798697	-10.798270	
23	-1.448323	-1.447255	-0.052006	-0.050937	-10.618447	-10.618019	
24	-1.434939	-1.433871	0.081834	0.082902	-10.431071	-10.430644	
25	-1.421055	-1.419987	0.220682	0.221750	-10.236684	-10.236257	
26	-1.406677	-1.405609	0.364455	0.365523	-10.035402	-10.034975	
