#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-7.196224	-8.120655	-7.196224	-8.120655	-18.065453	-19.063972	
1	-7.195923	-8.120354	-7.193212	-8.117643	-18.061236	-19.059756	
2	-7.195020	-8.119451	-7.184179	-8.108610	-18.048589	-19.047109	
3	-7.193515	-8.117946	-7.169129	-8.093560	-18.027519	-19.026039	
4	-7.191409	-8.115840	-7.148071	-8.072502	-17.998039	-18.996559	
5	-7.188704	-8.113135	-7.121020	-8.045450	-17.960166	-18.958686	
6	-7.185401	-8.109832	-7.087989	-8.012420	-17.913924	-18.912444	
7	-7.181502	-8.105933	-7.049001	-7.973431	-17.859340	-18.857859	
8	-7.177009	-8.101440	-7.004077	-7.928508	-17.796447	-18.794966	
9	-7.171926	-8.096357	-6.953246	-7.877676	-17.725282	-18.723802	
10	-7.166255	-8.090686	-6.896537	-7.820968	-17.645890	-18.644410	
11	-7.160000	-8.084431	-6.833985	-7.758416	-17.558317	-18.556837	
12	-7.153165	-8.077595	-6.765628	-7.690058	-17.462617	-18.461137	
13	-7.145752	-8.070183	-6.691506	-7.615937	-17.358847	-18.357367	
14	-7.137768	-8.062199	-6.611665	-7.536096	-17.247069	-18.245589	
15	-7.129217	-8.053648	-6.526152	-7.450583	-17.127352	-18.125872	
16	-7.120104	-8.044535	-6.435020	-7.359450	-16.999766	-17.998286	
17	-7.110434	-8.034865	-6.338322	-7.262753	-16.864389	-17.862909	
18	-7.100214	-8.024644	-6.236117	-7.160548	-16.721303	-17.719823	
19	-7.089449	-8.013879	-6.128467	-7.052898	-16.570593	-17.569113	
20	-7.078145	-8.002576	-6.015437	-6.939868	-16.412350	-17.410870	
21	-7.066311	-7.990742	-5.897094	-6.821525	-16.246670	-17.245190	
22	-7.053953	-7.978384	-5.773510	-6.697941	-16.073653	-17.072173	
23	-7.041078	-7.965509	-5.644760	-6.569191	-15.893402	-16.891922	
24	-7.027694	-7.952125	-5.510920	-6.435351	-15.706027	-16.704547	
25	-7.013809	-7.938240	-5.372072	-6.296503	-15.511640	-16.510160	
26	-6.999432	-7.923863	-5.228300	-6.152730	-15.310358	-16.308878	
27	-6.984571	-7.909001	-5.079688	-6.004119	-15.102303	-16.100822	
28	-6.969235	-7.893666	-4.926329	-5.850760	-14.887599	-15.886119	
29	-6.953433	-7.877864	-4.768313	-5.692744	-14.666376	-15.664896	
30	-6.937175	-7.861606	-4.605735	-5.530166	-14.438768	-15.437288	
31	-6.920471	-7.844902	-4.438695	-5.363126	-14.204912	-15.203432	
32	-6.903331	-7.827762	-4.267292	-5.191723	-13.964948	-14.963467	
33	-6.885765	-7.810196	-4.091630	-5.016061	-13.719020	-14.717540	
34	-6.867783	-7.792214	-3.911814	-4.836245	-13.467278	-14.465798	
35	-6.849397	-7.773828	-3.727953	-4.652383	-13.209872	-14.208392	
36	-6.830617	-7.755048	-3.540157	-4.464588	-12.946959	-13.945478	
37	-6.811456	-7.735887	-3.348540	-4.272971	-12.678695	-13.677215	
38	-6.791924	-7.716354	-3.153217	-4.077648	-12.405243	-13.403763	
39	-6.772032	-7.696463	-2.954306	-3.878737	-12.126767	-13.125287	
40	-6.751794	-7.676225	-2.751927	-3.676357	-11.843436	-12.841956	
41	-6.731222	-7.655653	-2.546200	-3.470631	-11.555419	-12.553939	
42	-6.710327	-7.634758	-2.337252	-3.261683	-11.262891	-12.261411	
43	-6.689122	-7.613553	-2.125206	-3.049637	-10.966027	-11.964547	
44	-6.667621	-7.592052	-1.910192	-2.834622	-10.665007	-11.663527	
45	-6.645836	-7.570266	-1.692338	-2.616768	-10.360011	-11.358531	
46	-6.623779	-7.548210	-1.471775	-2.396206	-10.051224	-11.049744	
47	-6.601466	-7.525896	-1.248637	-2.173068	-9.738831	-10.737351	
48	-6.578908	-7.503338	-1.023059	-1.947489	-9.423021	-10.421541	
49	-6.556119	-7.480550	-0.795175	-1.719605	-9.103983	-10.102503	
50	-6.533114	-7.457545	-0.565123	-1.489554	-8.781911	-9.780430	
51	-6.509906	-7.434337	-0.333042	-1.257472	-8.456997	-9.455517	
52	-6.486509	-7.410940	-0.099071	-1.023502	-8.129438	-9.127958	
53	-6.462937	-7.387368	0.136648	-0.787783	-7.799431	-8.797951	
54	-6.439204	-7.363635	0.373974	-0.550457	-7.467175	-8.465695	
55	-6.415325	-7.339756	0.612763	-0.311667	-7.132870	-8.131390	
56	-6.391315	-7.315745	0.852873	-0.071558	-6.796717	-7.795237	
57	-6.367186	-7.291617	1.094157	0.169726	-6.458919	-7.457439	
58	-6.342955	-7.267386	1.336471	0.412040	-6.119679	-7.118199	
59	-6.318635	-7.243066	1.579669	0.655238	-5.779202	-6.777722	
60	-6.294241	-7.218672	1.823604	0.899174	-5.437693	-6.436212	
61	-6.269789	-7.194220	2.068130	1.143699	-5.095356	-6.093876	
62	-6.245292	-7.169723	2.313099	1.388668	-4.752400	-5.750920	
63	-6.220765	-7.145196	2.558364	1.633933	-4.409030	-5.407550	
64	-6.196224	-7.120655	2.803776	1.879345	-4.065453	-5.063972	
65	-6.171683	-7.096114	3.049188	2.124757	-3.721875	-4.720395	
66	-6.147157	-7.071587	3.294453	2.370022	-3.378505	-4.377025	
67	-6.122660	-7.047090	3.539421	2.614991	-3.035549	-4.034069	
68	-6.098207	-7.022638	3.783947	2.859516	-2.693213	-3.691733	
69	-6.073814	-6.998244	4.027883	3.103452	-2.351703	-3.350223	
70	-6.049494	-6.973925	4.271081	3.346650	-2.011226	-3.009746	
71	-6.025262	-6.949693	4.513395	3.588964	-1.671986	-2.670506	
72	-6.001134	-6.925565	4.754679	3.830248	-1.334188	-2.332708	
73	-5.977123	-6.901554	4.994788	4.070357	-0.998035	-1.996555	
74	-5.953244	-6.877675	5.233578	4.309147	-0.663730	-1.662250	
75	-5.929511	-6.853942	5.470903	4.546473	-0.331474	-1.329994	
76	-5.905940	-6.830370	5.706623	4.782192	-0.001467	-0.999987	
77	-5.882542	-6.806973	5.940593	5.016162	0.326092	-0.672428	
78	-5.859334	-6.783765	6.172674	5.248243	0.651005	-0.347515	
79	-5.836329	-6.760760	6.402726	5.478295	0.973078	-0.025442	
80	-5.813541	-6.737972	6.630610	5.706179	1.292115	0.293596	
81	-5.790983	-6.715414	6.856189	5.931758	1.607926	0.609406	
82	-5.768669	-6.693100	7.079327	6.154896	1.920319	0.921799	
83	-5.746613	-6.671044	7.299889	6.375458	2.229106	1.230586	
84	-5.724827	-6.649258	7.517743	6.593312	2.534102	1.535582	
85	-5.703326	-6.627757	7.732758	6.808327	2.835122	1.836602	
86	-5.682121	-6.606552	7.944803	7.020372	3.131986	2.133466	
87	-5.661227	-6.585657	8.153752	7.229321	3.424514	2.425994	
88	-5.640654	-6.565085	8.359478	7.435047	3.712531	2.714011	
89	-5.620416	-6.544847	8.561858	7.637427	3.995862	2.997342	
90	-5.600525	-6.524956	8.760769	7.836338	4.274338	3.275818	
91	-5.580993	-6.505423	8.956092	8.031661	4.547790	3.549270	
92	-5.561831	-6.486262	9.147709	8.223278	4.816053	3.817534	
93	-5.543051	-6.467482	9.335504	8.411073	5.078967	4.080447	
94	-5.524665	-6.449096	9.519365	8.594934	5.336373	4.337853	
95	-5.506684	-6.431115	9.699181	8.774750	5.588115	4.589595	
96	-5.489117	-6.413548	9.874844	8.950413	5.834042	4.835522	
97	-5.471977	-6.396408	10.046247	9.121816	6.074007	5.075487	
98	-5.455273	-6.379704	10.213287	9.288856	6.307863	5.309343	
99	-5.439015	-6.363446	10.375864	9.451433	6.535471	5.536951	
100	-5.423214	-6.347645	10.533880	9.609449	6.756694	5.758174	
101	-5.407878	-6.332309	10.687240	9.762809	6.971397	5.972878	
102	-5.393017	-6.317448	10.835851	9.911420	7.179453	6.180933	
103	-5.378639	-6.303070	10.979624	10.055193	7.380735	6.382215	
104	-5.364755	-6.289185	11.118472	10.194041	7.575122	6.576602	
105	-5.351371	-6.275801	11.252311	10.327881	7.762497	6.763977	
106	-5.338496	-6.262926	11.381062	10.456631	7.942748	6.944228	
107	-5.326137	-6.250568	11.504646	10.580215	8.115765	7.117245	
108	-5.314303	-6.238734	11.622988	10.698558	8.281445	7.282925	
109	-5.303000	-6.227431	11.736019	10.811588	8.439688	7.441168	
110	-5.292235	-6.216666	11.843669	10.919238	8.590398	7.591878	
111	-5.282014	-6.206445	11.945873	11.021442	8.733484	7.734964	
112	-5.272345	-6.196776	12.042571	11.118140	8.868861	7.870341	
113	-5.263231	-6.187662	12.133704	11.209273	8.996447	7.997927	
114	-5.254680	-6.179111	12.219216	11.294786	9.116164	8.117644	
115	-5.246696	-6.171127	12.299058	11.374627	9.227942	8.229422	
116	-5.239284	-6.163715	12.373179	11.448748	9.331712	8.333192	
117	-5.232448	-6.156879	12.441536	11.517106	9.427412	8.428892	
118	-5.226193	-6.150624	12.504088	11.579657	9.514985	8.516465	
119	-5.220522	-6.144953	12.560797	11.636366	9.594377	8.595857	
120	-5.215439	-6.139870	12.611629	11.687198	9.665541	8.667021	
121	-5.210947	-6.135377	12.656552	11.732121	9.728434	8.729915	
122	-5.207048	-6.131479	12.695541	11.771110	9.783019	8.784499	
123	-5.203745	-6.128176	12.728571	11.804140	9.829261	8.830741	
124	-5.201039	-6.125470	12.755623	11.831192	9.867134	8.868614	
