#    itr              mu            ntot            mtot            etot
       1       -6.008789        1.900055        0.948624      -29.369862
       2       -0.643385        1.900574       -0.393807      -12.117012
       3       -0.924404        1.900360        0.153000      -10.841002
       4       -0.977236        1.899780       -0.058472      -10.618146
       5       -0.996342        1.899780        0.022827      -10.586440
       6       -0.982574        1.900513       -0.008789      -10.582511
       7       -0.991287        1.899780        0.003296      -10.578167
       8       -0.995644        1.899963       -0.000946      -10.580957
       9       -0.997822        1.899048        0.000488      -10.579460
      10       -0.998911        1.899536       -0.000244      -10.583600
