#    itr              mu            ntot            mtot            etot
       1       77.319000        4.899292        0.440552      328.735510
       2       77.331000        4.899353        0.379303      328.983931
       3       77.384000        4.899780        0.335815      329.215896
       4       77.379000        4.899414        0.291565      329.329202
       5       77.412000        4.899658        0.255554      329.436028
       6       77.429000        4.899902        0.221985      329.544611
       7       77.462000        4.899902        0.192932      329.625538
       8       77.493000        4.899780        0.163574      329.660394
       9       77.522000        4.899536        0.138550      329.673631
      10       77.527000        4.899292        0.115723      329.665686
      11       77.540000        4.899536        0.097778      329.689362
      12       77.547000        4.899536        0.081421      329.720253
      13       77.552000        4.899292        0.068115      329.712881
      14       77.559000        4.899536        0.057251      329.720919
      15       77.562000        4.899048        0.046997      329.706448
      16       77.544000        4.899292        0.039062      329.694036
      17       77.556000        4.899048        0.033081      329.695422
      18       77.561000        4.899048        0.027710      329.679191
      19       77.557000        4.899048        0.023071      329.681115
      20       77.554000        4.899292        0.018799      329.700583
      21       77.565000        4.899780        0.015625      329.756899
      22       77.573000        4.900024        0.013550      329.809284
      23       77.579000        4.899780        0.011230      329.807981
      24       77.574000        4.899292        0.009521      329.752997
      25       77.567000        4.899292        0.007568      329.719300
      26       77.565000        4.899048        0.006958      329.700482
      27       77.560000        4.899536        0.006714      329.721473
      28       77.567000        4.899048        0.006470      329.717437
      29       77.561000        4.899048        0.006470      329.683626
      30       77.561000        4.899048        0.006470      329.683626
