#    itr              mu            ntot            mtot            etot
       1       -3.281250        2.499634        1.246307      -33.997783
       2        5.660950        2.499390       -0.730797       -6.939868
       3        5.662326        2.500916        0.384918       -3.514666
       4        5.745952        2.500977       -0.195023       -2.269651
       5        5.747051        2.500427        0.100189       -1.922322
       6        5.776197        2.499786       -0.050858       -1.840584
       7        5.746362        2.499878        0.025757       -1.821382
       8        5.756818        2.499634       -0.013428       -1.816162
       9        5.760210        2.499115        0.006821       -1.819394
      10        5.782911        2.500824       -0.004288       -1.813070
      11        5.782465        2.500427        0.002533       -1.802928
      12        5.781925        2.500885       -0.000839       -1.803021
      13        5.771933        2.499359        0.000595       -1.808266
