#    itr              mu            ntot            mtot            etot
       1      -10.828125        1.699341        0.849487      -33.380804
       2       -0.912521        1.700684       -0.464905      -11.701112
       3       -1.524040        1.699097        0.235718      -10.341392
       4       -1.695840        1.700806       -0.116211       -9.929271
       5       -1.727022        1.700073        0.057495       -9.811885
       6       -1.746999        1.700073       -0.026978       -9.788844
       7       -1.743700        1.700317        0.013916       -9.782468
       8       -1.757683        1.700317       -0.007568       -9.779919
       9       -1.761255        1.699799        0.004410       -9.778568
      10       -1.763536        1.699585       -0.002075       -9.780294
      11       -1.759595        1.700562        0.001099       -9.782790
      12       -1.762476        1.699585       -0.000610       -9.776877
