#    itr              mu            ntot            mtot            etot
       1       68.401000        3.999268        0.389954      235.602513
       2       68.591000        3.999268        0.284973      236.103111
       3       68.673000        3.999512        0.222351      236.357311
       4       68.713000        3.999023        0.183044      236.462776
       5       68.750000        3.999268        0.155090      236.520151
       6       68.764000        3.999023        0.135193      236.562818
       7       68.764000        3.999023        0.121521      236.577241
       8       68.782000        3.999512        0.111267      236.629862
       9       68.791000        3.999756        0.102112      236.690719
      10       68.791000        3.999268        0.094788      236.683541
      11       68.797000        3.999512        0.089539      236.678258
      12       68.807000        3.999268        0.085999      236.682868
      13       68.806000        3.999268        0.082581      236.671117
      14       68.810000        3.999268        0.078918      236.674826
      15       68.819000        3.999756        0.074768      236.711527
      16       68.830000        3.999268        0.071594      236.713074
      17       68.828000        3.999268        0.069153      236.684831
      18       68.828000        3.999512        0.066101      236.703697
      19       68.834000        3.999023        0.063904      236.687966
      20       68.831000        3.999268        0.061584      236.675613
      21       68.834000        3.999268        0.060608      236.693086
      22       68.836000        3.999268        0.059631      236.693792
      23       68.839000        3.999268        0.059143      236.694650
      24       68.839000        3.999268        0.058655      236.694833
      25       68.838000        3.999756        0.057922      236.728843
      26       68.847000        3.999268        0.056946      236.726762
      27       68.836000        3.999268        0.056458      236.696747
      28       68.837000        3.999268        0.055969      236.696969
      29       68.836000        3.999512        0.055847      236.714160
      30       68.839000        3.999023        0.055603      236.696087
      31       68.830000        3.999023        0.055603      236.665439
      32       68.831000        3.999023        0.055115      236.665483
      33       68.831000        3.999023        0.055115      236.665864
      34       68.831000        3.999023        0.055115      236.665864
