# n = 0.4 U  = 16.0 J = 4.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       -5.318309        0.400146        0.053528       -3.800395
       2       -5.515659        0.400269        0.033203       -3.620774
       3       -5.481321        0.400269        0.021240       -3.641098
       4       -5.486521        0.400024        0.012817       -3.632828
       5       -5.484021        0.400024        0.008179       -3.634510
       6       -5.486985        0.400269        0.005127       -3.635526
       7       -5.480685        0.400024        0.002808       -3.633279
       8       -5.483185        0.400024        0.001831       -3.634024
       9       -5.483891        0.400269        0.001465       -3.635347
      10       -5.480491        0.400024        0.001343       -3.632990
      11       -5.483591        0.400024        0.000854       -3.634218
      12       -5.486071        0.400024        0.000854       -3.634214
      13       -5.486071        0.400024        0.000854       -3.634214
