#    itr              mu            ntot            mtot            etot
       1      -23.430176        0.899475        0.449738      -24.955376
       2       -6.918702        0.900269       -0.308472       -9.615184
       3       -6.805135        0.900391        0.247131       -9.213239
       4       -6.821871        0.900879       -0.205872       -9.074383
       5       -6.844137        0.899414        0.179016       -8.981973
       6       -6.848299        0.900635       -0.158386       -8.946904
       7       -6.851933        0.900146        0.143738       -8.908617
       8       -6.855106        0.900635       -0.133972       -8.892242
       9       -6.857875        0.900696        0.125214       -8.878514
      10       -6.860294        0.899414       -0.117493       -8.858612
      11       -6.862405        0.900391        0.111389       -8.859036
      12       -6.856570        0.899902       -0.106995       -8.846582
      13       -6.862990        0.900635        0.103699       -8.847917
      14       -6.857080        0.900635       -0.101746       -8.842874
      15       -6.859599        0.900116        0.100019       -8.837305
      16       -6.861798        0.899902       -0.098694       -8.835278
      17       -6.859880        0.899902        0.097229       -8.834427
      18       -6.858206        0.899658       -0.095886       -8.831277
      19       -6.852908        0.899658        0.094910       -8.830487
      20       -6.852122        0.900635       -0.093933       -8.836212
