# n = 2.4 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       33.880651        2.400269        0.238892       65.887146
       2       33.920951        2.400024        0.095703       66.541359
       3       33.903390        2.400269        0.038208       66.610448
       4       33.932490        2.400024        0.016113       66.630866
       5       33.911990        2.400024        0.007080       66.621145
       6       33.907106        2.400269        0.003052       66.631994
       7       33.906171        2.400269        0.001587       66.640355
       8       33.907937        2.400269        0.001099       66.640767
       9       33.908482        2.400269        0.000610       66.640769
      10       33.906482        2.400024        0.000244       66.632492
      11       33.900982        2.400024        0.000000       66.624033
      12       33.900947        2.400513        0.000000       66.640192
      13       33.907547        2.400024        0.000000       66.641349
