#    itr              mu            ntot            mtot            etot
       1       46.287000        3.499023        2.500977       -6.640328
       2       16.202000        3.499512       -1.729858       25.923672
       3       17.066000        3.499023        1.178101       29.187777
       4       17.573000        3.499268       -0.807739       30.786833
       5       17.950000        3.499146        0.544922       31.521568
       6       18.118000        3.499390       -0.364990       31.874907
       7       18.182000        3.499146        0.241211       32.034616
       8       18.218000        3.499390       -0.160400       32.108962
       9       18.228000        3.499146        0.106445       32.139451
      10       18.241000        3.499390       -0.073486       32.154432
      11       18.249000        3.499390        0.048096       32.164155
      12       18.243000        3.499146       -0.031250       32.162761
      13       18.246000        3.499146        0.018555       32.160351
      14       18.246000        3.499146       -0.009766       32.160406
      15       18.253000        3.499146        0.004883       32.161086
      16       18.253000        3.499146       -0.002930       32.160954
      17       18.253000        3.499146        0.001953       32.160871
      18       18.255000        3.499146       -0.001953       32.160972
      19       18.255000        3.499146        0.001953       32.160972
