# n = 3.7 U  = 9.0 J = 2.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       31.893000        3.699463        0.269348       84.052073
       2       32.205000        3.699097        0.080933       84.546142
       3       32.233000        3.699585        0.023804       84.603065
       4       32.233000        3.699097        0.007446       84.605310
       5       32.235000        3.699097        0.003296       84.592639
       6       32.236000        3.699341        0.001709       84.600503
       7       32.236000        3.699341        0.001221       84.607246
       8       32.235000        3.700317        0.000732       84.638857
       9       32.242000        3.699341        0.000244       84.634305
      10       32.234000        3.699341        0.000244       84.607382
      11       32.234000        3.699341        0.000244       84.607382
