#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	13.936749	-1.802998	13.936764	-1.802981	2.947593	-13.044534	36.057743	20.317998	36.057757	20.318010	35.045083	19.052956	
1	13.937049	-1.802698	13.939759	-1.799986	2.951802	-13.040324	36.054747	20.315002	36.057458	20.317711	35.044488	19.052361	
2	13.937947	-1.801800	13.948744	-1.791002	2.964427	-13.027699	36.045763	20.306018	36.056560	20.316812	35.042703	19.050577	
3	13.939444	-1.800303	13.963711	-1.776034	2.985461	-13.006666	36.030796	20.291051	36.055063	20.315316	35.039730	19.047603	
4	13.941538	-1.798209	13.984652	-1.755093	3.014889	-12.977237	36.009854	20.270109	36.052969	20.313221	35.035570	19.043443	
5	13.944229	-1.795518	14.011555	-1.728190	3.052696	-12.939430	35.982952	20.243207	36.050278	20.310531	35.030225	19.038099	
6	13.947514	-1.792233	14.044401	-1.695344	3.098857	-12.893269	35.950106	20.210360	36.046993	20.307246	35.023700	19.031574	
7	13.951391	-1.788356	14.083172	-1.656573	3.153346	-12.838781	35.911335	20.171590	36.043116	20.303369	35.015998	19.023872	
8	13.955859	-1.783888	14.127842	-1.611903	3.216128	-12.775999	35.866665	20.126920	36.038648	20.298901	35.007125	19.014998	
9	13.960914	-1.778833	14.178384	-1.561361	3.287166	-12.704961	35.816123	20.076377	36.033593	20.293846	34.997085	19.004958	
10	13.966554	-1.773193	14.234767	-1.504978	3.366416	-12.625710	35.759740	20.019995	36.027953	20.288206	34.985885	18.993758	
11	13.972775	-1.766973	14.296956	-1.442790	3.453832	-12.538295	35.697551	19.957806	36.021732	20.281985	34.973531	18.981405	
12	13.979573	-1.760174	14.364911	-1.374834	3.549359	-12.442767	35.629596	19.889851	36.014934	20.275187	34.960033	18.967906	
13	13.986944	-1.752803	14.438590	-1.301155	3.652940	-12.339186	35.555916	19.816171	36.007563	20.267816	34.945397	18.953271	
14	13.994884	-1.744863	14.517949	-1.221796	3.764513	-12.227613	35.476558	19.736813	35.999623	20.259876	34.929634	18.937507	
15	14.003388	-1.736359	14.602936	-1.136809	3.884009	-12.108117	35.391571	19.651826	35.991119	20.251372	34.912753	18.920626	
16	14.012451	-1.727296	14.693499	-1.046246	4.011357	-11.980769	35.301008	19.561263	35.982056	20.242309	34.894764	18.902638	
