#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	27.683716	27.686279	27.683716	27.686279	16.122314	16.132568	
1	27.684017	27.686580	27.686728	27.689291	16.126531	16.136785	
2	27.684920	27.687484	27.695761	27.698325	16.139178	16.149432	
3	27.686425	27.688989	27.710811	27.713375	16.160248	16.170502	
4	27.688531	27.691095	27.731869	27.734432	16.189728	16.199982	
5	27.691236	27.693800	27.758920	27.761484	16.227601	16.237855	
6	27.694539	27.697103	27.791951	27.794514	16.273843	16.284097	
7	27.698438	27.701002	27.830939	27.833503	16.328427	16.338681	
8	27.702931	27.705494	27.875863	27.878426	16.391321	16.401574	
9	27.708014	27.710577	27.926695	27.929258	16.462485	16.472739	
10	27.713685	27.716248	27.983403	27.985967	16.541877	16.552131	
11	27.719940	27.722503	28.045955	28.048519	16.629450	16.639703	
12	27.726775	27.729339	28.114312	28.116876	16.725150	16.735404	
13	27.734188	27.736751	28.188434	28.190997	16.828920	16.839174	
14	27.742172	27.744735	28.268275	28.270839	16.940698	16.950951	
15	27.750723	27.753286	28.353788	28.356351	17.060415	17.070669	
16	27.759836	27.762400	28.444920	28.447484	17.188001	17.198255	
17	27.769506	27.772070	28.541618	28.544182	17.323378	17.333632	
18	27.779727	27.782290	28.643823	28.646386	17.466464	17.476718	
19	27.790492	27.793055	28.751473	28.754036	17.617174	17.627428	
20	27.801795	27.804358	28.864503	28.867067	17.775417	17.785671	
21	27.813629	27.816192	28.982846	28.985409	17.941097	17.951350	
22	27.825987	27.828551	29.106430	29.108993	18.114114	18.124368	
23	27.838862	27.841426	29.235180	29.237744	18.294365	18.304618	
24	27.852246	27.854810	29.369020	29.371583	18.481740	18.491994	
25	27.866131	27.868694	29.507868	29.510431	18.676127	18.686381	
26	27.880508	27.883072	29.651641	29.654204	18.877409	18.887663	
27	27.895369	27.897933	29.800252	29.802815	19.085464	19.095718	
28	27.910705	27.913269	29.953611	29.956175	19.300168	19.310422	
29	27.926507	27.929070	30.111627	30.114191	19.521391	19.531645	
30	27.942765	27.945328	30.274205	30.276768	19.748999	19.759253	
31	27.959469	27.962032	30.441245	30.443808	19.982855	19.993109	
32	27.976609	27.979173	30.612648	30.615211	20.222820	20.233073	
33	27.994175	27.996739	30.788310	30.790874	20.468747	20.479001	
34	28.012157	28.014720	30.968126	30.970690	20.720489	20.730743	
35	28.030543	28.033106	31.151987	31.154551	20.977895	20.988149	
36	28.049323	28.051886	31.339783	31.342346	21.240808	21.251062	
37	28.068484	28.071048	31.531400	31.533963	21.509072	21.519326	
38	28.088017	28.090580	31.726723	31.729286	21.782524	21.792778	
39	28.107908	28.110471	31.925634	31.928197	22.061000	22.071254	
40	28.128146	28.130709	32.128013	32.130577	22.344331	22.354585	
41	28.148718	28.151282	32.333740	32.336303	22.632348	22.642602	
42	28.169613	28.172177	32.542688	32.545252	22.924876	22.935130	
43	28.190818	28.193381	32.754734	32.757297	23.221740	23.231994	
44	28.212319	28.214883	32.969748	32.972312	23.522760	23.533014	
45	28.234104	28.236668	33.187603	33.190166	23.827756	23.838010	
46	28.256161	28.258724	33.408165	33.410728	24.136543	24.146797	
47	28.278475	28.281038	33.631303	33.633866	24.448936	24.459190	
48	28.301032	28.303596	33.856881	33.859445	24.764746	24.775000	
49	28.323821	28.326384	34.084765	34.087329	25.083784	25.094038	
50	28.346826	28.349389	34.314817	34.317381	25.405857	25.416110	
51	28.370034	28.372598	34.546898	34.549462	25.730770	25.741024	
52	28.393431	28.395995	34.780869	34.783433	26.058329	26.068583	
53	28.417003	28.419567	35.016588	35.019152	26.388336	26.398590	
54	28.440736	28.443299	35.253914	35.256477	26.720592	26.730846	
55	28.464615	28.467178	35.492703	35.495267	27.054897	27.065151	
56	28.488625	28.491189	35.732813	35.735376	27.391050	27.401304	
57	28.512754	28.515317	35.974097	35.976660	27.728848	27.739102	
