#    itr              mu            ntot            mtot            etot
       1       19.154297        3.599304        1.199310       -1.533684
       2       10.384648        3.600677       -0.593721        5.413040
       3       11.205558        3.599823        0.301386        7.741025
       4       11.511152        3.599457       -0.152391        8.314995
       5       11.573559        3.600098        0.076414        8.473857
       6       11.606133        3.600800       -0.039230        8.523421
       7       11.610815        3.599854        0.019150        8.527646
       8       11.610760        3.600464       -0.009842        8.530737
       9       11.618471        3.599823        0.003922        8.526244
      10       11.613953        3.600159       -0.001511        8.527033
      11       11.619376        3.600830        0.001297        8.537596
