#    itr              mu            ntot            mtot            etot
       1       35.558000        3.899231        2.100769       15.026407
       2       15.595000        3.899170       -1.142700       24.728645
       3       16.198000        3.899414        0.651733       26.494626
       4       16.439000        3.899170       -0.391235       27.017745
       5       16.548000        3.899292        0.232666       27.183812
       6       16.612000        3.899780       -0.137939       27.253943
       7       16.624000        3.899048        0.082031       27.268543
       8       16.621000        3.899292       -0.048584       27.271795
       9       16.633000        3.899048        0.027832       27.273296
      10       16.622000        3.899536       -0.015137       27.279479
      11       16.630000        3.899292        0.008057       27.281359
      12       16.627000        3.899292       -0.005127       27.278597
      13       16.632000        3.900269        0.004150       27.294826
      14       16.634000        3.899048       -0.002441       27.285622
      15       16.627000        3.899048        0.002441       27.271755
      16       16.627000        3.899048       -0.002441       27.271755
