#    itr              mu            ntot            mtot            etot
       1       -6.952148        2.600159        1.296414      -45.190592
       2        8.503518        2.600159       -1.182639       -4.386522
       3        9.306121        2.599091        1.156235       -2.152607
       4        9.433612        2.599335       -1.137226       -1.644123
       5        9.442516        2.599884        1.110336       -1.294706
       6        9.481341        2.600281       -1.077619       -0.776433
       7        9.508379        2.599182        1.030914       -0.212670
       8        9.546999        2.599182       -0.967973        0.561319
       9        9.611200        2.600555        0.869431        1.558094
      10        9.578279        2.600739       -0.727937        2.917213
      11        9.591923        2.600555        0.578598        4.507690
      12        9.649132        2.599396       -0.441870        5.808391
      13        9.730274        2.599609        0.332581        6.725548
      14        9.795981        2.599487       -0.244926        7.282403
      15        9.869709        2.599762        0.179703        7.614744
      16        9.874481        2.599121       -0.130942        7.790529
      17        9.879793        2.599365        0.094269        7.883948
      18        9.851020        2.600586       -0.069763        7.953589
      19        9.870962        2.599823        0.052139        7.986461
      20        9.884539        2.600159       -0.037704        7.995105
      21        9.864962        2.599274        0.027359        7.998181
      22        9.860539        2.599701       -0.020279        7.997443
      23        9.864271        2.600555        0.015732        8.012665
      24        9.885740        2.600494       -0.013321        8.022569
      25        9.874973        2.599182        0.010284        8.009650
      26        9.871674        2.600433       -0.008438        8.008240
      27        9.876668        2.599518        0.006973        8.012857
      28        9.882229        2.600403       -0.006500        8.011960
