#    itr              mu            ntot            mtot            etot
       1       -8.449219        1.700714        0.850113      -29.427214
       2       -1.880155        1.699097       -0.375366      -12.289593
       3       -2.373877        1.699341        0.156006      -11.242070
       4       -2.451333        1.699585       -0.064575      -11.030862
       5       -2.453682        1.699829        0.026123      -10.994543
       6       -2.455352        1.700562       -0.011353      -10.989138
       7       -2.470037        1.700317        0.005127      -10.984866
       8       -2.466979        1.700562       -0.002075      -10.986069
       9       -2.471577        1.699829        0.000732      -10.983269
      10       -2.468074        1.700562       -0.000120      -10.987079
