#    itr              mu            ntot            mtot            etot
       1       -9.269531        2.300476        1.150312      -44.364612
       2        6.493673        2.299866       -0.949126       -7.285218
       3        6.424486        2.299805        0.735321       -4.723974
       4        6.091952        2.300323       -0.520801       -2.660048
       5        6.016858        2.300537        0.348511       -1.196591
       6        5.918324        2.300354       -0.235515       -0.410397
       7        5.936571        2.299927        0.154785       -0.061931
       8        5.958595        2.300415       -0.101074        0.101513
       9        5.956125        2.300598        0.065521        0.177653
      10        5.938639        2.300293       -0.041321        0.208011
      11        5.961091        2.299713        0.027237        0.215630
      12        5.959123        2.299133       -0.018463        0.212143
      13        5.937388        2.299713        0.012833        0.212634
      14        5.940294        2.300171       -0.008423        0.221162
      15        5.934143        2.299408        0.005142        0.221257
      16        5.936390        2.300323       -0.002945        0.220498
      17        5.939095        2.300903        0.001221        0.231892
      18        5.942348        2.299927       -0.000244        0.231154
      19        5.946263        2.299683        0.000031        0.225080
