#    itr              mu            ntot            mtot            etot
       1       -5.281000        1.999573        1.999573      -29.751251
       2       -0.091000        1.999390       -0.538330      -11.019905
       3       -0.230000        1.999146        0.139648      -10.292941
       4       -0.229000        1.999878       -0.037354      -10.240978
       5       -0.240000        1.999878        0.007568      -10.234656
       6       -0.224000        1.999146       -0.002441      -10.234205
       7       -0.228000        1.999634        0.000977      -10.237326
       8       -0.229000        1.999146       -0.000488      -10.235160
       9       -0.231000        1.999146        0.000488      -10.237156
      10       -0.231000        1.999146       -0.000488      -10.237156
