# n = 0.7 U  = 19.0 J = 4.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        1.347700        0.699951        0.142029       -1.300330
       2        1.182918        0.700195        0.130676       -1.214151
       3        1.229618        0.699951        0.121521       -1.212957
       4        1.217618        0.699951        0.114441       -1.201410
       5        1.238457        0.700195        0.107483       -1.192522
       6        1.253529        0.700317        0.100952       -1.181381
       7        1.269216        0.700317        0.092896       -1.172644
       8        1.276782        0.700317        0.084839       -1.164244
       9        1.288417        0.700317        0.077026       -1.156967
      10        1.290517        0.700073        0.070068       -1.150878
      11        1.290435        0.700317        0.063354       -1.147674
      12        1.302035        0.700073        0.057373       -1.140871
      13        1.302372        0.700317        0.052124       -1.139462
      14        1.313664        0.700317        0.046509       -1.134185
      15        1.317461        0.700317        0.041870       -1.131206
      16        1.320773        0.700317        0.037476       -1.129625
      17        1.320944        0.700317        0.033813       -1.127833
      18        1.323297        0.700317        0.029175       -1.126249
      19        1.324935        0.700317        0.026733       -1.124755
      20        1.316135        0.700073        0.023682       -1.124092
      21        1.316435        0.700073        0.019775       -1.125973
      22        1.322935        0.700073        0.018311       -1.125764
      23        1.322935        0.700073        0.016113       -1.125470
      24        1.322335        0.700073        0.014160       -1.125083
      25        1.318335        0.700073        0.012695       -1.124487
      26        1.322735        0.700073        0.011719       -1.124604
      27        1.321280        0.700317        0.010864       -1.123828
      28        1.327080        0.700073        0.010010       -1.121713
      29        1.323480        0.700073        0.009033       -1.124274
      30        1.322880        0.700073        0.008057       -1.124174
      31        1.322680        0.700073        0.007568       -1.124086
      32        1.322580        0.700073        0.006592       -1.124045
      33        1.322630        0.700317        0.005981       -1.123651
      34        1.325903        0.700317        0.005493       -1.120656
      35        1.328802        0.700317        0.005493       -1.120624
      36        1.328802        0.700317        0.005493       -1.120624
