# n = 2.8 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       41.982000        2.799194        0.288208       96.390327
       2       42.097000        2.799438        0.120605       97.237082
       3       42.142000        2.799194        0.049683       97.346501
       4       42.114000        2.799438        0.021240       97.376842
       5       42.152000        2.799438        0.008057       97.389858
       6       42.155000        2.799438        0.002686       97.391463
       7       42.140000        2.799438        0.001709       97.390583
       8       42.142000        2.799438        0.001221       97.390592
       9       42.143000        2.799438        0.000732       97.390595
      10       42.145000        2.799438        0.000732       97.390206
      11       42.142000        2.799438        0.000244       97.390598
      12       42.146000        2.799438        0.000244       97.390208
      13       42.146000        2.799927        0.000488       97.411179
      14       42.152000        2.799438        0.000244       97.410842
      15       42.146000        2.799927        0.000488       97.411179
      16       42.152000        2.799438        0.000244       97.410842
      17       42.146000        2.799927        0.000488       97.411179
      18       42.152000        2.799438        0.000244       97.410842
      19       42.146000        2.799927        0.000488       97.411179
      20       42.152000        2.799438        0.000244       97.410842
      21       42.146000        2.799927        0.000488       97.411179
      22       42.152000        2.799438        0.000244       97.410842
      23       42.146000        2.799927        0.000488       97.411179
      24       42.152000        2.799438        0.000244       97.410842
      25       42.146000        2.799927        0.000488       97.411179
      26       42.152000        2.799438        0.000244       97.410842
      27       42.146000        2.799927        0.000488       97.411179
      28       42.152000        2.799438        0.000244       97.410842
      29       42.146000        2.799927        0.000488       97.411179
      30       42.152000        2.799438        0.000244       97.410842
      31       42.146000        2.799927        0.000488       97.411179
      32       42.152000        2.799438        0.000244       97.410842
      33       42.146000        2.799927        0.000488       97.411179
      34       42.152000        2.799438        0.000244       97.410842
      35       42.146000        2.799927        0.000488       97.411179
      36       42.152000        2.799438        0.000244       97.410842
      37       42.146000        2.799927        0.000488       97.411179
      38       42.152000        2.799438        0.000244       97.410842
      39       42.146000        2.799927        0.000488       97.411179
      40       42.152000        2.799438        0.000244       97.410842
      41       42.146000        2.799927        0.000488       97.411179
      42       42.152000        2.799438        0.000244       97.410842
      43       42.146000        2.799927        0.000488       97.411179
      44       42.152000        2.799438        0.000244       97.410842
      45       42.146000        2.799927        0.000488       97.411179
      46       42.152000        2.799438        0.000244       97.410842
      47       42.146000        2.799927        0.000488       97.411179
      48       42.152000        2.799438        0.000244       97.410842
      49       42.146000        2.799927        0.000488       97.411179
      50       42.152000        2.799438        0.000244       97.410842
      51       42.146000        2.799927        0.000488       97.411179
      52       42.152000        2.799438        0.000244       97.410842
      53       42.146000        2.799927        0.000488       97.411179
      54       42.152000        2.799438        0.000244       97.410842
      55       42.146000        2.799927        0.000488       97.411179
      56       42.152000        2.799438        0.000244       97.410842
      57       42.146000        2.799927        0.000488       97.411179
      58       42.152000        2.799438        0.000244       97.410842
      59       42.146000        2.799927        0.000488       97.411179
      60       42.152000        2.799438        0.000244       97.410842
      61       42.146000        2.799927        0.000488       97.411179
      62       42.152000        2.799438        0.000244       97.410842
      63       42.146000        2.799927        0.000488       97.411179
      64       42.152000        2.799438        0.000244       97.410842
      65       42.146000        2.799927        0.000488       97.411179
      66       42.152000        2.799438        0.000244       97.410842
      67       42.146000        2.799927        0.000488       97.411179
      68       42.152000        2.799438        0.000244       97.410842
      69       42.146000        2.799927        0.000488       97.411179
      70       42.152000        2.799438        0.000244       97.410842
      71       42.146000        2.799927        0.000488       97.411179
      72       42.152000        2.799438        0.000244       97.410842
      73       42.146000        2.799927        0.000488       97.411179
      74       42.152000        2.799438        0.000244       97.410842
      75       42.146000        2.799927        0.000488       97.411179
      76       42.152000        2.799438        0.000244       97.410842
      77       42.146000        2.799927        0.000488       97.411179
      78       42.152000        2.799438        0.000244       97.410842
      79       42.146000        2.799927        0.000488       97.411179
      80       42.152000        2.799438        0.000244       97.410842
      81       42.146000        2.799927        0.000488       97.411179
      82       42.152000        2.799438        0.000244       97.410842
      83       42.146000        2.799927        0.000488       97.411179
      84       42.152000        2.799438        0.000244       97.410842
      85       42.146000        2.799927        0.000488       97.411179
      86       42.152000        2.799438        0.000244       97.410842
      87       42.146000        2.799927        0.000488       97.411179
      88       42.152000        2.799438        0.000244       97.410842
      89       42.146000        2.799927        0.000488       97.411179
      90       42.152000        2.799438        0.000244       97.410842
      91       42.146000        2.799927        0.000488       97.411179
      92       42.152000        2.799438        0.000244       97.410842
      93       42.146000        2.799927        0.000488       97.411179
      94       42.152000        2.799438        0.000244       97.410842
      95       42.146000        2.799927        0.000488       97.411179
      96       42.152000        2.799438        0.000244       97.410842
      97       42.146000        2.799927        0.000488       97.411179
      98       42.152000        2.799438        0.000244       97.410842
      99       42.146000        2.799927        0.000488       97.411179
