# n = 2.2 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       29.772000        2.200317        0.218506       52.723988
       2       29.797000        2.199341        0.086426       53.261147
       3       29.767000        2.199341        0.034668       53.287649
       4       29.764000        2.199341        0.013672       53.303474
       5       29.766000        2.199097        0.005737       53.298214
       6       29.769000        2.199341        0.001953       53.297081
       7       29.784000        2.199341        0.001465       53.305620
       8       29.785000        2.199829        0.000732       53.320167
       9       29.791000        2.199829        0.000244       53.335669
      10       29.788000        2.199341        0.000488       53.321495
