# n = 2.0 U  = 22.0 J = 5.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       32.406000        1.999390        0.251587       54.048370
       2       32.356000        1.999146        0.128174       54.616535
       3       32.311000        1.999146        0.064941       54.728871
       4       32.303000        1.999634        0.032715       54.785498
       5       32.330000        1.999146        0.018311       54.796442
       6       32.307000        1.999390        0.009155       54.789719
       7       32.308000        1.999146        0.005127       54.791033
       8       32.308000        1.999146        0.003174       54.781826
       9       32.312000        1.999146        0.001709       54.782664
      10       32.309000        1.999146        0.000244       54.782292
      11       32.305000        1.999146        0.000244       54.781906
      12       32.303000        1.999146        0.000244       54.782296
