#    itr              mu            ntot            mtot            etot
       1       23.625000        2.999847        1.497188      -33.682815
       2       10.158051        3.000427       -1.371147       -0.589953
       3       10.749977        2.999115        1.300156        1.980315
       4       10.854467        3.000793       -1.209030        3.321058
       5       11.018911        3.000122        1.069824        4.904859
       6       11.076816        2.999420       -0.876411        6.927243
       7       11.395462        2.999725        0.677261        9.213655
       8       11.837020        3.000488       -0.500266       11.027831
       9       12.128149        2.999084        0.363617       12.218200
      10       12.290954        2.999634       -0.258554       12.883527
      11       12.377046        2.999878        0.183411       13.270021
      12       12.410313        3.000092       -0.128373       13.461211
      13       12.468887        3.000275        0.091420       13.564835
      14       12.488095        3.000885       -0.065223       13.620905
      15       12.486572        2.999084        0.046587       13.629110
      16       12.484917        2.999908       -0.033704       13.630604
      17       12.505549        2.999725        0.023544       13.644081
      18       12.494307        3.000397       -0.016555       13.652811
      19       12.493324        3.000916        0.010285       13.668349
      20       12.492255        2.999146       -0.006424       13.653735
      21       12.502317        3.000397        0.004013       13.649702
      22       12.490797        2.999878       -0.003891       13.658245
