#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	28.747260	27.838930	28.747979	27.839170	17.899048	16.889526	
1	28.747561	27.839232	28.750991	27.842182	17.903264	16.893743	
2	28.748465	27.840135	28.760025	27.851216	17.915911	16.906390	
3	28.749970	27.841640	28.775075	27.866266	17.936981	16.927460	
4	28.752075	27.843746	28.796132	27.887323	17.966462	16.956940	
5	28.754781	27.846451	28.823184	27.914375	18.004334	16.994813	
6	28.758084	27.849754	28.856214	27.947405	18.050577	17.041055	
7	28.761982	27.853653	28.895203	27.986394	18.105161	17.095639	
8	28.766475	27.858145	28.940126	28.031317	18.168054	17.158532	
9	28.771558	27.863228	28.990958	28.082149	18.239218	17.229697	
10	28.777229	27.868899	29.047667	28.138858	18.318610	17.309089	
11	28.783484	27.875154	29.110218	28.201409	18.406183	17.396661	
12	28.790320	27.881990	29.178576	28.269767	18.501883	17.492362	
13	28.797732	27.889402	29.252697	28.343888	18.605653	17.596132	
14	28.805716	27.897386	29.332538	28.423729	18.717431	17.707909	
15	28.814267	27.905938	29.418051	28.509242	18.837149	17.827627	
16	28.823381	27.915051	29.509184	28.600375	18.964734	17.955213	
17	28.833050	27.924721	29.605882	28.697073	19.100111	18.090590	
18	28.843271	27.934941	29.708086	28.799277	19.243198	18.233676	
19	28.854036	27.945706	29.815736	28.906927	19.393908	18.384386	
20	28.865339	27.957009	29.928767	29.019957	19.552150	18.542629	
21	28.877173	27.968843	30.047109	29.138300	19.717830	18.708308	
22	28.889531	27.981202	30.170693	29.261884	19.890847	18.881326	
23	28.902407	27.994077	30.299443	29.390634	20.071098	19.061576	
24	28.915790	28.007461	30.433283	29.524474	20.258473	19.248952	
25	28.929675	28.021346	30.572131	29.663322	20.452860	19.443339	
26	28.944053	28.035723	30.715904	29.807095	20.654142	19.644621	
27	28.958914	28.050584	30.864515	29.955706	20.862198	19.852676	
28	28.974250	28.065920	31.017875	30.109066	21.076902	20.067380	
29	28.990051	28.081722	31.175891	30.267082	21.298124	20.288603	
30	29.006309	28.097979	31.338468	30.429659	21.525732	20.516211	
31	29.023013	28.114683	31.505508	30.596699	21.759589	20.750067	
32	29.040153	28.131824	31.676911	30.768102	21.999553	20.990031	
33	29.057720	28.149390	31.852574	30.943765	22.245480	21.235959	
34	29.075701	28.167371	32.032390	31.123581	22.497222	21.487701	
35	29.094087	28.185758	32.216251	31.307442	22.754628	21.745107	
36	29.112867	28.204537	32.404046	31.495237	23.017542	22.008020	
37	29.132029	28.223699	32.595663	31.686854	23.285806	22.276284	
38	29.151561	28.243231	32.790986	31.882177	23.559258	22.549736	
39	29.171452	28.263122	32.989897	32.081088	23.837733	22.828212	
40	29.191690	28.283360	33.192277	32.283468	24.121065	23.111543	
41	29.212262	28.303933	33.398003	32.489194	24.409081	23.399560	
42	29.233157	28.324828	33.606952	32.698143	24.701609	23.692088	
43	29.254362	28.346032	33.818997	32.910188	24.998473	23.988952	
44	29.275863	28.367534	34.034012	33.125203	25.299494	24.289972	
45	29.297649	28.389319	34.251866	33.343057	25.604489	24.594968	
46	29.319705	28.411375	34.472428	33.563619	25.913277	24.903755	
47	29.342019	28.433689	34.695566	33.786757	26.225669	25.216148	
48	29.364577	28.456247	34.921145	34.012336	26.541480	25.531958	
49	29.387365	28.479035	35.149029	34.240220	26.860517	25.850996	
50	29.410370	28.502041	35.379081	34.470272	27.182590	26.173068	
51	29.433578	28.525249	35.611162	34.702353	27.507503	26.497982	
52	29.456975	28.548646	35.845132	34.936323	27.835062	26.825541	
53	29.480547	28.572218	36.080852	35.172043	28.165069	27.155548	
54	29.504280	28.595950	36.318177	35.409368	28.497325	27.487804	
55	29.528159	28.619829	36.556967	35.648158	28.831630	27.822109	
56	29.552170	28.643840	36.797076	35.888267	29.167783	28.158262	
57	29.576298	28.667969	37.038360	36.129551	29.505581	28.496060	
58	29.600530	28.692200	37.280674	36.371865	29.844821	28.835300	
59	29.624849	28.716520	37.523872	36.615063	30.185298	29.175777	
60	29.649243	28.740913	37.767808	36.858999	30.526808	29.517286	
61	29.673696	28.765366	38.012334	37.103524	30.869144	29.859622	
62	29.698192	28.789863	38.257302	37.348493	31.212100	30.202579	
63	29.722719	28.814389	38.502567	37.593758	31.555471	30.545949	
64	29.747260	28.838930	38.747979	37.839170	31.899048	30.889526	
65	29.771801	28.863472	38.993391	38.084582	32.242625	31.233104	
66	29.796328	28.887998	39.238656	38.329847	32.585995	31.576474	
67	29.820825	28.912495	39.483625	38.574816	32.928952	31.919430	
68	29.845277	28.936948	39.728151	38.819342	33.271288	32.261766	
69	29.869671	28.961341	39.972086	39.063277	33.612797	32.603276	
70	29.893991	28.985661	40.215284	39.306475	33.953274	32.943753	
71	29.918222	29.009892	40.457598	39.548789	34.292514	33.282993	
72	29.942350	29.034021	40.698882	39.790073	34.630312	33.620791	
73	29.966361	29.058032	40.938992	40.030183	34.966465	33.956944	
74	29.990240	29.081911	41.177781	40.268972	35.300770	34.291249	
75	30.013973	29.105643	41.415107	40.506298	35.633026	34.623505	
76	30.037545	29.129215	41.650826	40.742017	35.963033	34.953512	
77	30.060942	29.152612	41.884797	40.975988	36.290592	35.281071	
78	30.084150	29.175820	42.116878	41.208069	36.615506	35.605984	
79	30.107155	29.198825	42.346930	41.438120	36.937578	35.928057	
80	30.129944	29.221614	42.574813	41.666004	37.256616	36.247094	
81	30.152501	29.244172	42.800392	41.891583	37.572426	36.562905	
82	30.174815	29.266486	43.023530	42.114721	37.884819	36.875298	
83	30.196871	29.288542	43.244092	42.335283	38.193606	37.184085	
84	30.218657	29.310327	43.461947	42.553138	38.498602	37.489081	
85	30.240158	29.331829	43.676961	42.768152	38.799623	37.790101	
86	30.261363	29.353033	43.889007	42.980198	39.096486	38.086965	
87	30.282258	29.373928	44.097955	43.189146	39.389015	38.379493	
88	30.302830	29.394501	44.303681	43.394872	39.677031	38.667510	
89	30.323068	29.414739	44.506061	43.597252	39.960363	38.950841	
90	30.342959	29.434630	44.704972	43.796163	40.238838	39.229317	
91	30.362492	29.454162	44.900295	43.991486	40.512290	39.502769	
92	30.381653	29.473324	45.091912	44.183103	40.780554	39.771032	
93	30.400433	29.492103	45.279708	44.370899	41.043468	40.033946	
94	30.418819	29.510489	45.463569	44.554760	41.300873	40.291352	
95	30.436801	29.528471	45.643385	44.734576	41.552615	40.543094	
96	30.454367	29.546037	45.819047	44.910238	41.798543	40.789021	
97	30.471507	29.563178	45.990450	45.081641	42.038507	41.028986	
98	30.488211	29.579882	46.157490	45.248681	42.272364	41.262842	
99	30.504469	29.596139	46.320068	45.411259	42.499972	41.490450	
100	30.520271	29.611941	46.478084	45.569275	42.721194	41.711673	
101	30.535607	29.627277	46.631443	45.722634	42.935898	41.926376	
102	30.550468	29.642138	46.780054	45.871245	43.143953	42.134432	
103	30.564845	29.656515	46.923827	46.015018	43.345235	42.335714	
104	30.578730	29.670400	47.062675	46.153866	43.539622	42.530101	
105	30.592114	29.683784	47.196515	46.287706	43.726998	42.717476	
