#k1	k2	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
-2.454369	-0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.472622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.570796	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.454369	3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.570796	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.472622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.472622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.570796	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.405282	3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.570796	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.472622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.472622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.570796	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.356194	2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
