#k1	k2	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
-3.141593	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.472622	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.141593	3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.472622	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.472622	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.092505	3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-3.092505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.994330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.945243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.896156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.847068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.797981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.748894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.699806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.650719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.601631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.552544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.503457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.454369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.405282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.356194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.307107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.258020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.208932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.159845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.110758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.061670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-2.012583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.963495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.914408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.865321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.816233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.767146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.718058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.668971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.619884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.521709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.472622	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.423534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.374447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.325359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.276272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.227185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.178097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.129010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.079922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-1.030835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.981748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.932660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.883573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.834486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.785398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.736311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.687223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.638136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.589049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.539961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.490874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.441786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.392699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.343612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.294524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	-0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.049087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.098175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.147262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.196350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.043418	0.245437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
