#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.310608	-10.328552	-10.310608	-10.328552	-21.098206	-21.113586	11.689392	11.671448	11.689392	11.671448	10.901794	10.886414	
1	-10.310307	-10.328251	-10.307596	-10.325541	-21.093989	-21.109370	11.686380	11.668436	11.689091	11.671147	10.901192	10.885811	
2	-10.309403	-10.327348	-10.298563	-10.316507	-21.081342	-21.096723	11.677347	11.659402	11.688188	11.670243	10.899385	10.884004	
3	-10.307898	-10.325843	-10.283513	-10.301457	-21.060272	-21.075653	11.662297	11.644352	11.686683	11.668738	10.896375	10.880995	
4	-10.305793	-10.323737	-10.262455	-10.280400	-21.030792	-21.046173	11.641239	11.623295	11.684577	11.666633	10.892164	10.876783	
5	-10.303088	-10.321032	-10.235403	-10.253348	-20.992919	-21.008300	11.614188	11.596243	11.681872	11.663927	10.886754	10.871373	
6	-10.299785	-10.317729	-10.202373	-10.220317	-20.946677	-20.962058	11.581157	11.563213	11.678569	11.660624	10.880147	10.864767	
7	-10.295886	-10.313830	-10.163384	-10.181329	-20.892093	-20.907473	11.542169	11.524224	11.674670	11.656726	10.872350	10.856969	
8	-10.291393	-10.309338	-10.118461	-10.136405	-20.829200	-20.844580	11.497245	11.479301	11.670177	11.652233	10.863365	10.847984	
9	-10.286310	-10.304254	-10.067629	-10.085574	-20.758035	-20.773416	11.446414	11.428469	11.665094	11.647150	10.853199	10.837818	
10	-10.280639	-10.298584	-10.010921	-10.028865	-20.678643	-20.694024	11.389705	11.371760	11.659423	11.641479	10.841857	10.826476	
11	-10.274384	-10.292328	-9.948369	-9.966313	-20.591071	-20.606451	11.327153	11.309209	11.653168	11.635224	10.829347	10.813966	
12	-10.267548	-10.285493	-9.880011	-9.897956	-20.495370	-20.510751	11.258796	11.240851	11.646333	11.628388	10.815675	10.800294	
13	-10.260136	-10.278081	-9.805890	-9.823834	-20.391600	-20.406981	11.184674	11.166730	11.638920	11.620976	10.800851	10.785470	
14	-10.252152	-10.270096	-9.726049	-9.743993	-20.279822	-20.295203	11.104833	11.086889	11.630936	11.612992	10.784883	10.769502	
15	-10.243601	-10.261545	-9.640536	-9.658480	-20.160105	-20.175486	11.019320	11.001376	11.622385	11.604441	10.767780	10.752399	
16	-10.234488	-10.252432	-9.549403	-9.567348	-20.032519	-20.047900	10.928188	10.910243	11.613272	11.595327	10.749554	10.734173	
17	-10.224818	-10.242762	-9.452706	-9.470650	-19.897142	-19.912523	10.831490	10.813545	11.603602	11.585658	10.730214	10.714833	
18	-10.214597	-10.232542	-9.350501	-9.368445	-19.754056	-19.769437	10.729285	10.711341	11.593382	11.575437	10.709773	10.694392	
19	-10.203832	-10.221777	-9.242851	-9.260795	-19.603346	-19.618727	10.621635	10.603691	11.582617	11.564672	10.688243	10.672862	
20	-10.192529	-10.210474	-9.129821	-9.147765	-19.445103	-19.460484	10.508605	10.490661	11.571313	11.553369	10.665637	10.650256	
21	-10.180695	-10.198639	-9.011478	-9.029422	-19.279423	-19.294804	10.390262	10.372318	11.559479	11.541535	10.641968	10.626588	
22	-10.168337	-10.186281	-8.887894	-8.905838	-19.106406	-19.121787	10.266678	10.248734	11.547121	11.529176	10.617252	10.601871	
23	-10.155462	-10.173406	-8.759144	-8.777088	-18.926155	-18.941536	10.137928	10.119984	11.534246	11.516301	10.591502	10.576121	
24	-10.142078	-10.160022	-8.625304	-8.643249	-18.738780	-18.754161	10.004088	9.986144	11.520862	11.502917	10.564734	10.549353	
25	-10.128193	-10.146137	-8.486456	-8.504401	-18.544393	-18.559774	9.865240	9.847296	11.506977	11.489033	10.536964	10.521583	
26	-10.113816	-10.131760	-8.342683	-8.360628	-18.343111	-18.358492	9.721468	9.703523	11.492600	11.474655	10.508210	10.492829	
27	-10.098954	-10.116899	-8.194072	-8.212017	-18.135056	-18.150436	9.572857	9.554912	11.477739	11.459794	10.478487	10.463106	
28	-10.083618	-10.101563	-8.040713	-8.058657	-17.920352	-17.935733	9.419497	9.401552	11.462403	11.444458	10.447815	10.432434	
29	-10.067817	-10.085761	-7.882697	-7.900641	-17.699129	-17.714510	9.261481	9.243536	11.446601	11.428657	10.416212	10.400831	
30	-10.051559	-10.069503	-7.720119	-7.738064	-17.471521	-17.486902	9.098903	9.080959	11.430343	11.412399	10.383697	10.368316	
31	-10.034855	-10.052799	-7.553079	-7.571023	-17.237665	-17.253046	8.931863	8.913919	11.413639	11.395695	10.350289	10.334908	
32	-10.017715	-10.035659	-7.381676	-7.399620	-16.997701	-17.013081	8.760460	8.742516	11.396499	11.378555	10.316008	10.300627	
33	-10.000149	-10.018093	-7.206014	-7.223958	-16.751773	-16.767154	8.584798	8.566853	11.378933	11.360988	10.280876	10.265495	
34	-9.982167	-10.000111	-7.026198	-7.044142	-16.500031	-16.515412	8.404982	8.387037	11.360951	11.343007	10.244912	10.229531	
35	-9.963781	-9.981725	-6.842337	-6.860281	-16.242625	-16.258006	8.221121	8.203176	11.342565	11.324621	10.208140	10.192759	
36	-9.945001	-9.962946	-6.654541	-6.672485	-15.979712	-15.995092	8.033325	8.015381	11.323785	11.305841	10.170581	10.155200	
37	-9.925840	-9.943784	-6.462924	-6.480868	-15.711448	-15.726829	7.841708	7.823764	11.304624	11.286679	10.132258	10.116877	
38	-9.906307	-9.924252	-6.267601	-6.285545	-15.437996	-15.453377	7.646385	7.628441	11.285092	11.267147	10.093193	10.077812	
39	-9.886416	-9.904361	-6.068690	-6.086634	-15.159520	-15.174901	7.447474	7.429530	11.265200	11.247256	10.053411	10.038030	
40	-9.866178	-9.884123	-5.866310	-5.884255	-14.876189	-14.891570	7.245095	7.227150	11.244962	11.227018	10.012935	9.997554	
41	-9.845606	-9.863550	-5.660584	-5.678529	-14.588172	-14.603553	7.039368	7.021424	11.224390	11.206445	9.971790	9.956409	
42	-9.824711	-9.842655	-5.451636	-5.469580	-14.295644	-14.311025	6.830420	6.812475	11.203495	11.185551	9.930000	9.914619	
43	-9.803506	-9.821451	-5.239590	-5.257534	-13.998780	-14.014161	6.618374	6.600430	11.182290	11.164346	9.887591	9.872210	
44	-9.782005	-9.799949	-5.024576	-5.042520	-13.697760	-13.713141	6.403360	6.385415	11.160789	11.142845	9.844588	9.829207	
45	-9.760219	-9.778164	-4.806721	-4.824666	-13.392764	-13.408145	6.185506	6.167561	11.139004	11.121059	9.801017	9.785636	
46	-9.738163	-9.756107	-4.586159	-4.604103	-13.083977	-13.099358	5.964943	5.946999	11.116947	11.099003	9.756905	9.741524	
47	-9.715849	-9.733794	-4.363021	-4.380966	-12.771584	-12.786965	5.741805	5.723861	11.094634	11.076689	9.712277	9.696896	
48	-9.693291	-9.711236	-4.137442	-4.155387	-12.455774	-12.471154	5.516227	5.498282	11.072076	11.054131	9.667161	9.651780	
49	-9.670503	-9.688447	-3.909559	-3.927503	-12.136736	-12.152117	5.288343	5.270398	11.049287	11.031343	9.621585	9.606204	
50	-9.647498	-9.665442	-3.679507	-3.697451	-11.814664	-11.830044	5.058291	5.040347	11.026282	11.008338	9.575574	9.560193	
