#    itr              mu            ntot            mtot            etot
       1      -20.241211        1.100159        0.550079      -28.340844
       2       -5.274002        1.100586       -0.372864      -10.680762
       3       -5.452990        1.099854        0.271912      -10.107881
       4       -5.551840        1.100830       -0.208923       -9.866209
       5       -5.604894        1.100830        0.167175       -9.741590
       6       -5.659956        1.099121       -0.138245       -9.666656
       7       -5.690880        1.100342        0.114441       -9.640530
       8       -5.717305        1.099365       -0.096863       -9.605492
       9       -5.753004        1.100006        0.080688       -9.595829
      10       -5.776984        1.099976       -0.066284       -9.581659
      11       -5.800807        1.099976        0.054810       -9.572739
      12       -5.804595        1.100220       -0.045166       -9.568169
      13       -5.807828        1.100464        0.036743       -9.564820
      14       -5.810588        1.099731       -0.031006       -9.556996
      15       -5.812943        1.100952        0.025513       -9.564424
      16       -5.820775        1.100037       -0.020111       -9.554455
      17       -5.821638        1.099976        0.015747       -9.555577
      18       -5.822375        1.099487       -0.013062       -9.552237
      19       -5.828000        1.099945        0.010391       -9.555911
      20       -5.827805        1.100464       -0.008179       -9.557419
      21       -5.827638        1.100220        0.006836       -9.554407
      22       -5.827496        1.100220       -0.006348       -9.554992
