#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.074585	-10.052796	-10.074585	-10.052796	-20.885437	-20.866760	11.925415	11.947205	11.925415	11.947205	11.114563	11.133240	
1	-10.074284	-10.052494	-10.071573	-10.049784	-20.881220	-20.862544	11.922403	11.944193	11.925114	11.946904	11.113961	11.132637	
2	-10.073381	-10.051591	-10.062540	-10.040750	-20.868573	-20.849897	11.913370	11.935159	11.924211	11.946000	11.112154	11.130831	
3	-10.071876	-10.050086	-10.047490	-10.025700	-20.847503	-20.828827	11.898320	11.920109	11.922706	11.944495	11.109144	11.127821	
4	-10.069770	-10.047980	-10.026432	-10.004643	-20.818023	-20.799346	11.877262	11.899052	11.920600	11.942389	11.104932	11.123609	
5	-10.067065	-10.045275	-9.999380	-9.977591	-20.780151	-20.761474	11.850211	11.872000	11.917895	11.939684	11.099522	11.118199	
6	-10.063762	-10.041972	-9.966350	-9.944561	-20.733908	-20.715231	11.817180	11.838970	11.914592	11.936381	11.092916	11.111593	
7	-10.059863	-10.038073	-9.927362	-9.905572	-20.679324	-20.660647	11.778192	11.799981	11.910693	11.932482	11.085118	11.103795	
8	-10.055370	-10.033581	-9.882438	-9.860648	-20.616431	-20.597754	11.733268	11.755058	11.906200	11.927990	11.076134	11.094810	
9	-10.050287	-10.028498	-9.831606	-9.809817	-20.545267	-20.526590	11.682437	11.704226	11.901117	11.922907	11.065967	11.084644	
10	-10.044616	-10.022827	-9.774898	-9.753108	-20.465875	-20.447198	11.625728	11.647517	11.895446	11.917236	11.054626	11.073302	
11	-10.038361	-10.016572	-9.712346	-9.690556	-20.378302	-20.359625	11.563176	11.584965	11.889191	11.910981	11.042115	11.060792	
12	-10.031525	-10.009736	-9.643988	-9.622199	-20.282602	-20.263925	11.494819	11.516608	11.882356	11.904145	11.028444	11.047120	
13	-10.024113	-10.002324	-9.569867	-9.548077	-20.178832	-20.160155	11.420697	11.442487	11.874943	11.896733	11.013619	11.032296	
14	-10.016129	-9.994340	-9.490026	-9.468236	-20.067054	-20.048377	11.340856	11.362645	11.866959	11.888749	10.997651	11.016328	
15	-10.007578	-9.985788	-9.404513	-9.382724	-19.947336	-19.928659	11.255343	11.277133	11.858408	11.880198	10.980549	10.999225	
16	-9.998465	-9.976675	-9.313380	-9.291591	-19.819750	-19.801074	11.164211	11.186000	11.849295	11.871084	10.962322	10.980999	
17	-9.988795	-9.967005	-9.216683	-9.194893	-19.684374	-19.665697	11.067513	11.089302	11.839625	11.861415	10.942983	10.961659	
18	-9.978574	-9.956785	-9.114478	-9.092689	-19.541287	-19.522610	10.965308	10.987098	11.829405	11.851194	10.922542	10.941218	
