# n = 1.3 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        5.257000        1.299194        0.124634        2.550764
       2        5.184000        1.299438        0.050049        2.643950
       3        5.162000        1.299194        0.020874        2.663522
       4        5.143000        1.299194        0.009155        2.662913
       5        5.150000        1.299438        0.003906        2.664809
       6        5.164000        1.300415        0.002441        2.673215
       7        5.171000        1.299438        0.001953        2.680862
       8        5.160000        1.299438        0.001953        2.668141
       9        5.161000        1.299438        0.001465        2.668199
      10        5.160000        1.299438        0.001465        2.668146
      11        5.160000        1.299438        0.001465        2.668203
