#    itr              mu            ntot            mtot            etot
       1      -21.000000        3.000000        3.000000      -99.474375
       2        6.048000        1.499146       -1.489258       -2.758519
       3        2.187000        1.499390        1.220459       -7.134032
       4        2.236000        1.499023       -1.050415       -5.934867
       5        2.084000        1.499268        0.909546       -5.307808
       6        1.936000        1.499268       -0.793335       -4.853824
       7        1.802000        1.499268        0.692749       -4.527884
       8        1.663000        1.499512       -0.597290       -4.282730
       9        1.508000        1.499878        0.505127       -4.081120
      10        1.391000        1.499146       -0.423828       -3.917069
      11        1.310000        1.499146        0.353027       -3.803707
      12        1.266000        1.499146       -0.291504       -3.717660
      13        1.226000        1.499146        0.237793       -3.655271
      14        1.196000        1.499390       -0.197021       -3.610634
      15        1.194000        1.499390        0.160889       -3.581494
      16        1.165000        1.499634       -0.134766       -3.560914
      17        1.165000        1.499146        0.109375       -3.547514
      18        1.169000        1.499390       -0.087646       -3.541647
      19        1.155000        1.499634        0.072754       -3.532699
      20        1.150000        1.499634       -0.058105       -3.527056
      21        1.152000        1.499390        0.046143       -3.524200
      22        1.150000        1.499146       -0.036621       -3.524651
      23        1.144000        1.499146        0.028809       -3.525466
      24        1.152000        1.499390       -0.023682       -3.524477
      25        1.139000        1.499146        0.020508       -3.522357
      26        1.142000        1.499146       -0.018555       -3.524258
      27        1.148000        1.500122        0.016602       -3.523013
      28        1.157000        1.499146       -0.013672       -3.515977
      29        1.156000        1.499878        0.009521       -3.522841
      30        1.152000        1.499390       -0.007080       -3.517294
      31        1.149000        1.499390        0.004150       -3.521303
      32        1.148000        1.499878       -0.002686       -3.520699
      33        1.152000        1.499146        0.000488       -3.517471
      34        1.140000        1.499146       -0.000488       -3.523306
      35        1.140000        1.499146        0.000488       -3.523306
