# n = 5.5 U  = 17.0 J = 4.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       92.164000        5.499451        0.250275      420.807681
       2       87.479000        5.499329        0.227753      423.147739
       3       87.454000        5.499817        0.213104      423.226780
       4       87.452000        5.499329        0.202606      423.249448
       5       87.426000        5.499329        0.193573      423.230108
       6       87.424000        5.499817        0.187958      423.288097
       7       87.421000        5.499329        0.183319      423.292482
       8       87.412000        5.499268        0.178650      423.256647
       9       87.413000        5.499756        0.174988      423.301606
      10       87.418000        5.499512        0.171448      423.323590
      11       87.411000        5.500488        0.166809      423.394827
      12       87.422000        5.500000        0.162170      423.435519
      13       87.413000        5.499756        0.158875      423.381744
      14       87.406000        5.499268        0.155212      423.324289
      15       87.398000        5.499268        0.151794      423.290962
      16       87.400000        5.499023        0.148987      423.273863
      17       87.391000        5.499512        0.146301      423.300906
      18       87.395000        5.499268        0.143738      423.320896
      19       87.390000        5.499023        0.139709      423.283395
      20       87.381000        5.499023        0.134338      423.269290
      21       87.377000        5.499634        0.129395      423.328859
      22       87.377000        5.499146        0.124512      423.338327
      23       87.369000        5.499146        0.118896      423.305191
      24       87.365000        5.499634        0.114014      423.353203
      25       87.368000        5.499390        0.108521      423.374510
      26       87.360000        5.499390        0.102661      423.360209
      27       87.358000        5.499390        0.096313      423.365648
      28       87.359000        5.499390        0.091431      423.370089
      29       87.356000        5.499390        0.086060      423.373803
      30       87.353000        5.499634        0.081299      423.398867
      31       87.351000        5.499878        0.075806      423.442301
      32       87.356000        5.499146        0.071045      423.400990
      33       87.346000        5.499878        0.067749      423.410236
      34       87.353000        5.499146        0.064453      423.405412
      35       87.340000        5.499146        0.061035      423.350025
      36       87.344000        5.500122        0.056641      423.436964
      37       87.348000        5.499390        0.053101      423.451096
      38       87.343000        5.500610        0.049805      423.502442
      39       87.363000        5.499146        0.045654      423.470327
      40       87.338000        5.499390        0.042603      423.379409
      41       87.337000        5.499146        0.040283      423.378230
      42       87.334000        5.499146        0.037109      423.359606
      43       87.339000        5.500610        0.034424      423.488679
      44       87.359000        5.499390        0.031372      423.497402
      45       87.338000        5.499878        0.030151      423.445246
      46       87.345000        5.499878        0.028442      423.483541
      47       87.345000        5.499634        0.026367      423.462845
      48       87.340000        5.499146        0.024170      423.401340
      49       87.336000        5.499390        0.022095      423.385268
      50       87.339000        5.499634        0.021240      423.426049
      51       87.341000        5.499878        0.020142      423.466442
      52       87.343000        5.499390        0.019409      423.442818
      53       87.339000        5.499390        0.017944      423.405102
      54       87.336000        5.499146        0.016357      423.383530
      55       87.334000        5.499146        0.015869      423.365219
      56       87.336000        5.499634        0.015137      423.407769
      57       87.343000        5.499390        0.014282      423.424840
      58       87.337000        5.499146        0.013916      423.384706
      59       87.335000        5.499878        0.013062      423.429484
      60       87.344000        5.499390        0.012329      423.443995
      61       87.339000        5.499390        0.012329      423.406005
      62       87.339000        5.499390        0.012329      423.406005
