#    itr              mu            ntot            mtot            etot
       1       37.918945        4.900116        0.548993       58.659402
       2       18.116963        4.899170       -0.444430       38.605634
       3       18.136626        4.900818        0.373906       38.993998
       4       18.140725        4.899170       -0.311612       39.184964
       5       18.168080        4.899658        0.258381       39.332856
       6       18.211745        4.900146       -0.214396       39.448497
       7       18.262267        4.899048        0.172787       39.508751
       8       18.299014        4.900757       -0.139715       39.580341
       9       18.325299        4.899536        0.110559       39.614375
      10       18.331993        4.899780       -0.087416       39.627354
      11       18.343308        4.900513        0.071092       39.658681
      12       18.342581        4.899780       -0.056480       39.662178
      13       18.350280        4.899506        0.043241       39.659839
      14       18.354190        4.900269       -0.034906       39.670194
      15       18.354090        4.900269        0.028301       39.681806
      16       18.353984        4.900513       -0.022733       39.688208
      17       18.353871        4.900513        0.015022       39.691603
      18       18.362226        4.900970       -0.012413       39.707765
      19       18.362589        4.899780        0.008788       39.685216
      20       18.354494        4.899780       -0.006790       39.672130
      21       18.354412        4.900757        0.005585       39.690479
      22       18.354324        4.900757       -0.004669       39.704060
      23       18.354231        4.900757        0.004868       39.699685
