#    itr              mu            ntot            mtot            etot
       1       44.908000        3.399109        2.600891      -13.990575
       2       15.364000        3.399536       -1.766602       22.397059
       3       16.222000        3.399170        1.169556       25.961758
       4       16.803000        3.399414       -0.765015       27.655036
       5       17.150000        3.399292        0.489990       28.399789
       6       17.291000        3.399048       -0.310059       28.719622
       7       17.348000        3.399292        0.195557       28.855579
       8       17.378000        3.399048       -0.122070       28.908655
       9       17.373000        3.399292        0.081299       28.931152
      10       17.377000        3.399048       -0.052246       28.938061
      11       17.387000        3.399048        0.033203       28.938709
      12       17.387000        3.399292       -0.018311       28.944659
      13       17.380000        3.399048        0.008301       28.944239
      14       17.381000        3.399048       -0.002441       28.940619
      15       17.371000        3.399048        0.000488       28.940633
      16       17.366000        3.399536        0.000000       28.949013
      17       17.367000        3.399536        0.000000       28.955963
      18       17.367000        3.399536        0.000000       28.955963
