#    itr              mu            ntot            mtot            etot
       1       -1.316000        2.399231        2.399231      -27.553354
       2        2.888000        2.399414       -0.619995       -8.974916
       3        2.896000        2.399292        0.158936       -7.944724
       4        2.879000        2.399292       -0.039307       -7.876758
       5        2.899000        2.399292        0.010498       -7.872460
       6        2.904000        2.399780       -0.001221       -7.870725
       7        2.897000        2.399536        0.000488       -7.868821
       8        2.895000        2.399048        0.000000       -7.871434
       9        2.893000        2.399048        0.000000       -7.873830
      10        2.893000        2.399048        0.000000       -7.873830
