#    itr              mu            ntot            mtot            etot
       1       -1.599609        2.499908        1.248346      -29.814556
       2        4.564548        2.500763       -0.595019       -8.125323
       3        4.664546        2.499542        0.260361       -5.245962
       4        4.695199        2.499146       -0.115411       -4.584841
       5        4.723648        2.499908        0.050430       -4.455722
       6        4.705470        2.499115       -0.021713       -4.429584
       7        4.715066        2.500366        0.008911       -4.423876
       8        4.738160        2.499390       -0.004028       -4.419980
       9        4.738410        2.499817        0.001373       -4.423824
      10        4.746028        2.500366       -0.000610       -4.418330
      11        4.741067        2.499390        0.000122       -4.419656
