#    itr              mu            ntot            mtot            etot
       1       20.343750        3.700531        1.148544        1.950565
       2       11.013092        3.699249       -0.583276        7.486342
       3       11.753649        3.699127        0.312780        9.659354
       4       12.076852        3.700409       -0.166603       10.243138
       5       12.191028        3.700500        0.089255       10.423272
       6       12.223793        3.700317       -0.049289       10.464640
       7       12.221220        3.699707        0.025821       10.471534
       8       12.218418        3.699860       -0.013107       10.473144
       9       12.237279        3.700623        0.005402       10.484087
      10       12.235904        3.700195       -0.002686       10.489852
      11       12.234407        3.700317        0.001144       10.483225
      12       12.232777        3.700195       -0.000565       10.482961
