#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	11.492358	6.195712	11.492360	6.195714	0.495913	-4.672056	33.507640	28.210994	33.507642	28.210995	32.504087	27.336119	
1	11.492661	6.196015	11.495368	6.198722	0.500128	-4.667840	33.504632	28.207986	33.507339	28.210693	32.503486	27.335517	
2	11.493563	6.196917	11.504396	6.207749	0.512774	-4.655195	33.495604	28.198958	33.506437	28.209791	32.501681	27.333712	
3	11.495067	6.198421	11.519435	6.222789	0.533841	-4.634128	33.480565	28.183919	33.504933	28.208287	32.498674	27.330705	
4	11.497172	6.200525	11.540478	6.243831	0.563316	-4.604652	33.459522	28.162876	33.502828	28.206182	32.494467	27.326498	
5	11.499875	6.203229	11.567511	6.270864	0.601184	-4.566785	33.432489	28.135843	33.500125	28.203479	32.489062	27.321093	
6	11.503176	6.206530	11.600517	6.303871	0.647419	-4.520550	33.399483	28.102836	33.496824	28.200178	32.482463	27.314494	
7	11.507072	6.210426	11.639478	6.342832	0.701995	-4.465974	33.360522	28.063875	33.492928	28.196282	32.474673	27.306704	
8	11.511561	6.214915	11.684370	6.387724	0.764879	-4.403090	33.315630	28.018984	33.488439	28.191793	32.465698	27.297729	
9	11.516641	6.219995	11.735165	6.438519	0.836032	-4.331936	33.264835	27.968189	33.483359	28.186713	32.455542	27.287573	
10	11.522308	6.225661	11.791832	6.495186	0.915413	-4.252556	33.208168	27.911522	33.477692	28.181046	32.444212	27.276243	
11	11.528558	6.231912	11.854338	6.557692	1.002972	-4.164997	33.145662	27.849016	33.471442	28.174796	32.431715	27.263746	
12	11.535389	6.238743	11.922644	6.625998	1.098658	-4.069311	33.077356	27.780710	33.464611	28.167965	32.418058	27.250089	
13	11.542796	6.246150	11.996709	6.700063	1.202412	-3.965557	33.003291	27.706644	33.457204	28.160558	32.403250	27.235281	
14	11.550775	6.254129	12.076489	6.779843	1.314173	-3.853796	32.923511	27.626865	33.449225	28.152579	32.387299	27.219330	
15	11.559320	6.262674	12.161935	6.865289	1.433872	-3.734097	32.838065	27.541419	33.440680	28.144034	32.370215	27.202246	
16	11.568427	6.271781	12.252995	6.956349	1.561437	-3.606531	32.747005	27.450358	33.431573	28.134927	32.352008	27.184039	
17	11.578090	6.281444	12.349615	7.052969	1.696793	-3.471176	32.650385	27.353739	33.421910	28.125264	32.332690	27.164721	
18	11.588303	6.291657	12.451735	7.155089	1.839856	-3.328112	32.548265	27.251619	33.411697	28.115051	32.312272	27.144303	
19	11.599061	6.302414	12.559295	7.262648	1.990542	-3.177427	32.440705	27.144059	33.400939	28.104293	32.290767	27.122798	
20	11.610356	6.313709	12.672228	7.375582	2.148758	-3.019210	32.327772	27.031126	33.389644	28.092998	32.268186	27.100218	
21	11.622181	6.325535	12.790466	7.493820	2.314411	-2.853558	32.209534	26.912888	33.377819	28.081172	32.244545	27.076577	
22	11.634531	6.337885	12.913938	7.617292	2.487399	-2.680570	32.086062	26.789416	33.365469	28.068823	32.219858	27.051889	
23	11.647397	6.350751	13.042569	7.745923	2.667619	-2.500350	31.957431	26.660785	33.352603	28.055957	32.194138	27.026170	
24	11.660771	6.364125	13.176281	7.879635	2.854962	-2.313007	31.823719	26.527073	33.339229	28.042583	32.167403	26.999434	
25	11.674646	6.378000	13.314993	8.018346	3.049315	-2.118654	31.685007	26.388361	33.325354	28.028708	32.139667	26.971698	
26	11.689013	6.392367	13.458620	8.161974	3.250561	-1.917408	31.541380	26.244734	33.310987	28.014341	32.110949	26.942980	
27	11.703863	6.407217	13.607075	8.310429	3.458579	-1.709390	31.392925	26.096279	33.296137	27.999490	32.081264	26.913295	
28	11.719188	6.422542	13.760269	8.463623	3.673243	-1.494726	31.239731	25.943085	33.280812	27.984166	32.050632	26.882663	
29	11.734978	6.438332	13.918108	8.621462	3.894424	-1.273545	31.081892	25.785246	33.265022	27.968375	32.019070	26.851101	
30	11.751224	6.454578	14.080496	8.783850	4.121989	-1.045980	30.919504	25.622858	33.248776	27.952129	31.986598	26.818629	
31	11.767916	6.471270	14.247334	8.950688	4.355800	-0.812169	30.752666	25.456020	33.232084	27.935438	31.953235	26.785266	
32	11.785044	6.488398	14.418521	9.121875	4.595716	-0.572252	30.581479	25.284833	33.214956	27.918310	31.919002	26.751033	
33	11.802597	6.505951	14.593952	9.297306	4.841594	-0.326375	30.406048	25.109402	33.197403	27.900757	31.883919	26.715951	
34	11.820566	6.523920	14.773520	9.476874	5.093284	-0.074684	30.226480	24.929834	33.179434	27.882788	31.848008	26.680040	
35	11.838938	6.542292	14.957116	9.660469	5.350635	0.182667	30.042884	24.746238	33.161062	27.864416	31.811290	26.643322	
36	11.857704	6.561058	15.144626	9.847980	5.613492	0.445524	29.855374	24.558728	33.142296	27.845650	31.773788	26.605819	
37	11.876851	6.580205	15.335937	10.039291	5.881697	0.713728	29.664063	24.367417	33.123149	27.826503	31.735524	26.567555	
38	11.896369	6.599723	15.530931	10.234285	6.155087	0.987118	29.469069	24.172423	33.103631	27.806985	31.696521	26.528553	
39	11.916245	6.619599	15.729487	10.432841	6.433498	1.265529	29.270513	23.973867	33.083755	27.787109	31.656804	26.488835	
40	11.936468	6.639822	15.931484	10.634838	6.716762	1.548793	29.068516	23.771870	33.063532	27.766886	31.616395	26.448427	
41	11.957025	6.660379	16.136796	10.840149	7.004708	1.836739	28.863204	23.566558	33.042975	27.746329	31.575321	26.407352	
42	11.977904	6.681258	16.345295	11.048649	7.297163	2.129194	28.654705	23.358059	33.022096	27.725450	31.533604	26.365635	
43	11.999092	6.702446	16.556853	11.260207	7.593950	2.425981	28.443147	23.146501	33.000907	27.704261	31.491272	26.323303	
44	12.020578	6.723931	16.771336	11.474690	7.894890	2.726922	28.228664	22.932018	32.979422	27.682776	31.448349	26.280380	
45	12.042346	6.745700	16.988609	11.691963	8.199803	3.031834	28.011391	22.714745	32.957654	27.661008	31.404861	26.236893	
46	12.064385	6.767739	17.208534	11.911888	8.508503	3.340534	27.791466	22.494820	32.935615	27.638968	31.360836	26.192867	
47	12.086682	6.790036	17.430971	12.134325	8.820805	3.652836	27.569029	22.272382	32.913318	27.616672	31.316299	26.148331	
48	12.109222	6.812576	17.655776	12.359130	9.136520	3.968552	27.344224	22.047577	32.890778	27.594132	31.271278	26.103310	
49	12.131993	6.835347	17.882802	12.586156	9.455459	4.287490	27.117198	21.820552	32.868007	27.571361	31.225801	26.057832	
50	12.154980	6.858334	18.111897	12.815251	9.777428	4.609459	26.888103	21.591457	32.845020	27.548374	31.179894	26.011925	
51	12.178170	6.881524	18.342906	13.046260	10.102234	4.934265	26.657094	21.360448	32.821830	27.525184	31.133585	25.965617	
52	12.201548	6.904902	18.575668	13.279021	10.429680	5.261711	26.424332	21.127686	32.798452	27.501805	31.086904	25.918935	
53	12.225102	6.928456	18.810014	13.513368	10.759569	5.591600	26.189986	20.893340	32.774898	27.478252	31.039878	25.871909	
54	12.248815	6.952169	19.045769	13.749123	11.091702	5.923733	25.954231	20.657585	32.751185	27.454539	30.992536	25.824567	
55	12.272675	6.976029	19.282745	13.986098	11.425878	6.257910	25.717255	20.420609	32.727325	27.430679	30.944907	25.776938	
