#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	1.597473	1.601135	1.597473	1.601135	-9.712891	-9.709961	
1	1.597774	1.601436	1.600485	1.604147	-9.708674	-9.705744	
2	1.598678	1.602340	1.609519	1.613181	-9.696027	-9.693097	
3	1.600183	1.603845	1.624569	1.628231	-9.674957	-9.672027	
4	1.602288	1.605951	1.645626	1.649288	-9.645477	-9.642547	
5	1.604994	1.608656	1.672678	1.676340	-9.607604	-9.604674	
6	1.608297	1.611959	1.705708	1.709370	-9.561362	-9.558432	
7	1.612196	1.615858	1.744697	1.748359	-9.506778	-9.503848	
8	1.616688	1.620350	1.789620	1.793282	-9.443885	-9.440955	
9	1.621771	1.625433	1.840452	1.844114	-9.372720	-9.369791	
10	1.627442	1.631104	1.897161	1.900823	-9.293328	-9.290398	
11	1.633697	1.637359	1.959712	1.963375	-9.205756	-9.202826	
12	1.640533	1.644195	2.028070	2.031732	-9.110055	-9.107126	
13	1.647945	1.651607	2.102191	2.105853	-9.006285	-9.003355	
14	1.655929	1.659591	2.182032	2.185695	-8.894508	-8.891578	
15	1.664480	1.668142	2.267545	2.271207	-8.774790	-8.771860	
16	1.673594	1.677256	2.358678	2.362340	-8.647204	-8.644274	
17	1.683263	1.686925	2.455376	2.459038	-8.511827	-8.508898	
18	1.693484	1.697146	2.557580	2.561242	-8.368741	-8.365811	
19	1.704249	1.707911	2.665230	2.668892	-8.218031	-8.215101	
20	1.715552	1.719214	2.778261	2.781923	-8.059788	-8.056859	
21	1.727386	1.731048	2.896603	2.900265	-7.894109	-7.891179	
22	1.739745	1.743407	3.020187	3.023849	-7.721091	-7.718161	
23	1.752620	1.756282	3.148937	3.152600	-7.540841	-7.537911	
24	1.766004	1.769666	3.282777	3.286439	-7.353465	-7.350536	
25	1.779888	1.783550	3.421625	3.425287	-7.159078	-7.156148	
26	1.794266	1.797928	3.565398	3.569060	-6.957796	-6.954866	
27	1.809127	1.812789	3.714009	3.717671	-6.749741	-6.746811	
28	1.824463	1.828125	3.867369	3.871031	-6.535037	-6.532107	
29	1.840264	1.843926	4.025385	4.029047	-6.313814	-6.310885	
30	1.856522	1.860184	4.187962	4.191624	-6.086206	-6.083277	
31	1.873226	1.876888	4.355002	4.358664	-5.852350	-5.849420	
32	1.890366	1.894028	4.526405	4.530067	-5.612386	-5.609456	
33	1.907933	1.911595	4.702068	4.705730	-5.366458	-5.363529	
34	1.925914	1.929576	4.881884	4.885546	-5.114716	-5.111786	
35	1.944300	1.947962	5.065745	5.069407	-4.857310	-4.854381	
36	1.963080	1.966742	5.253540	5.257202	-4.594397	-4.591467	
37	1.982242	1.985904	5.445157	5.448819	-4.326133	-4.323203	
38	2.001774	2.005436	5.640480	5.644142	-4.052681	-4.049751	
39	2.021665	2.025327	5.839391	5.843053	-3.774205	-3.771276	
40	2.041903	2.045565	6.041771	6.045433	-3.490874	-3.487944	
41	2.062476	2.066138	6.247497	6.251159	-3.202857	-3.199928	
42	2.083370	2.087033	6.456446	6.460108	-2.910329	-2.907399	
43	2.104575	2.108237	6.668491	6.672153	-2.613465	-2.610536	
44	2.126076	2.129739	6.883506	6.887168	-2.312445	-2.309515	
45	2.147862	2.151524	7.101360	7.105022	-2.007449	-2.004520	
46	2.169918	2.173580	7.321922	7.325584	-1.698662	-1.695732	
47	2.192232	2.195894	7.545060	7.548722	-1.386269	-1.383339	
48	2.214790	2.218452	7.770639	7.774301	-1.070459	-1.067529	
49	2.237578	2.241240	7.998523	8.002185	-0.751421	-0.748491	
50	2.260583	2.264245	8.228575	8.232237	-0.429349	-0.426419	
51	2.283791	2.287454	8.460656	8.464318	-0.104435	-0.101505	
52	2.307188	2.310851	8.694626	8.698288	0.223124	0.226054	
53	2.330760	2.334422	8.930346	8.934008	0.553131	0.556060	
54	2.354493	2.358155	9.167671	9.171333	0.885387	0.888317	
55	2.378372	2.382034	9.406461	9.410123	1.219692	1.222622	
56	2.402383	2.406045	9.646570	9.650232	1.555845	1.558775	
57	2.426511	2.430173	9.887854	9.891516	1.893643	1.896573	
58	2.450743	2.454405	10.130168	10.133831	2.232883	2.235812	
59	2.475062	2.478725	10.373366	10.377029	2.573360	2.576290	
60	2.499456	2.503118	10.617302	10.620964	2.914869	2.917799	
61	2.523909	2.527571	10.861828	10.865490	3.257205	3.260135	
62	2.548405	2.552068	11.106796	11.110459	3.600162	3.603092	
63	2.572932	2.576594	11.352061	11.355723	3.943532	3.946462	
64	2.597473	2.601135	11.597473	11.601135	4.287109	4.290039	
65	2.622014	2.625676	11.842885	11.846548	4.630687	4.633616	
66	2.646541	2.650203	12.088150	12.091812	4.974057	4.976987	
67	2.671038	2.674700	12.333119	12.336781	5.317013	5.319943	
68	2.695490	2.699152	12.577645	12.581307	5.659349	5.662279	
69	2.719884	2.723546	12.821580	12.825242	6.000859	6.003789	
70	2.744204	2.747866	13.064778	13.068440	6.341336	6.344266	
71	2.768435	2.772097	13.307092	13.310754	6.680576	6.683506	
72	2.792563	2.796226	13.548376	13.552038	7.018374	7.021304	
73	2.816574	2.820236	13.788486	13.792148	7.354527	7.357456	
74	2.840453	2.844115	14.027275	14.030937	7.688832	7.691762	
75	2.864186	2.867848	14.264601	14.268263	8.021088	8.024018	
76	2.887758	2.891420	14.500320	14.503982	8.351095	8.354025	
77	2.911155	2.914817	14.734291	14.737953	8.678654	8.681583	
78	2.934363	2.938025	14.966372	14.970034	9.003567	9.006497	
79	2.957368	2.961030	15.196424	15.200086	9.325640	9.328570	
80	2.980157	2.983819	15.424307	15.427970	9.644677	9.647607	
81	3.002714	3.006377	15.649886	15.653548	9.960488	9.963417	
82	3.025028	3.028690	15.873024	15.876686	10.272881	10.275810	
83	3.047084	3.050747	16.093586	16.097249	10.581668	10.584598	
84	3.068870	3.072532	16.311441	16.315103	10.886664	10.889593	
85	3.090371	3.094033	16.526455	16.530117	11.187684	11.190614	
86	3.111576	3.115238	16.738501	16.742163	11.484548	11.487477	
87	3.132471	3.136133	16.947449	16.951111	11.777076	11.780006	
88	3.153043	3.156705	17.153175	17.156838	12.065093	12.068022	
89	3.173281	3.176943	17.355555	17.359217	12.348424	12.351354	
90	3.193172	3.196835	17.554466	17.558128	12.626900	12.629829	
91	3.212705	3.216367	17.749789	17.753451	12.900352	12.903281	
92	3.231866	3.235529	17.941406	17.945068	13.168615	13.171545	
93	3.250646	3.254308	18.129202	18.132864	13.431529	13.434459	
94	3.269032	3.272694	18.313063	18.316725	13.688935	13.691864	
95	3.287014	3.290676	18.492879	18.496541	13.940677	13.943607	
96	3.304580	3.308242	18.668541	18.672203	14.186604	14.189534	
97	3.321720	3.325382	18.839944	18.843606	14.426569	14.429498	
98	3.338424	3.342086	19.006984	19.010647	14.660425	14.663355	
99	3.354682	3.358344	19.169562	19.173224	14.888033	14.890963	
100	3.370484	3.374146	19.327578	19.331240	15.109256	15.112185	
101	3.385820	3.389482	19.480937	19.484600	15.323959	15.326889	
102	3.400681	3.404343	19.629548	19.633211	15.532015	15.534945	
103	3.415058	3.418720	19.773321	19.776983	15.733297	15.736226	
104	3.428943	3.432605	19.912169	19.915831	15.927684	15.930614	
105	3.442327	3.445989	20.046009	20.049671	16.115059	16.117989	
106	3.455202	3.458864	20.174759	20.178421	16.295310	16.298240	
107	3.467560	3.471222	20.298343	20.302005	16.468327	16.471257	
108	3.479394	3.483057	20.416686	20.420348	16.634007	16.636937	
109	3.490697	3.494360	20.529716	20.533378	16.792250	16.795179	
110	3.501462	3.505125	20.637366	20.641028	16.942959	16.945889	
111	3.511683	3.515345	20.739571	20.743233	17.086046	17.088976	
112	3.521353	3.525015	20.836268	20.839931	17.221423	17.224353	
113	3.530466	3.534128	20.927401	20.931063	17.349009	17.351938	
114	3.539017	3.542679	21.012914	21.016576	17.468726	17.471656	
115	3.547001	3.550663	21.092755	21.096417	17.580504	17.583434	
116	3.554413	3.558076	21.166877	21.170539	17.684274	17.687204	
117	3.561249	3.564911	21.235234	21.238896	17.779974	17.782904	
118	3.567504	3.571167	21.297786	21.301448	17.867547	17.870477	
119	3.573175	3.576837	21.354494	21.358157	17.946939	17.949869	
120	3.578258	3.581921	21.405326	21.408988	18.018103	18.021033	
121	3.582751	3.586413	21.450250	21.453912	18.080996	18.083926	
122	3.586650	3.590312	21.489238	21.492900	18.135581	18.138510	
123	3.589953	3.593615	21.522268	21.525931	18.181823	18.184753	
124	3.592658	3.596320	21.549320	21.552983	18.219696	18.222625	
125	3.594764	3.598426	21.570378	21.574040	18.249176	18.252105	
126	3.596269	3.599931	21.585428	21.589090	18.270246	18.273175	
127	3.597172	3.600834	21.594461	21.598123	18.282893	18.285823	
128	3.597473	3.601135	21.597473	21.601135	18.287109	18.290039	
129	3.600485	3.604147	21.597774	21.601436	18.287712	18.290641	
130	3.609519	3.613181	21.598678	21.602340	18.289518	18.292448	
131	3.624569	3.628231	21.600183	21.603845	18.292528	18.295458	
132	3.645626	3.649288	21.602288	21.605951	18.296740	18.299670	
133	3.672678	3.676340	21.604994	21.608656	18.302150	18.305080	
134	3.705708	3.709370	21.608297	21.611959	18.308756	18.311686	
135	3.744697	3.748359	21.612196	21.615858	18.316554	18.319484	
136	3.789620	3.793282	21.616688	21.620350	18.325539	18.328469	
137	3.840452	3.844114	21.621771	21.625433	18.335705	18.338635	
138	3.897161	3.900823	21.627442	21.631104	18.347047	18.349977	
139	3.959712	3.963375	21.633697	21.637359	18.359557	18.362487	
140	4.028070	4.031732	21.640533	21.644195	18.373229	18.376158	
141	4.102191	4.105853	21.647945	21.651607	18.388053	18.390983	
142	4.182032	4.185695	21.655929	21.659591	18.404021	18.406951	
143	4.267545	4.271207	21.664480	21.668142	18.421124	18.424053	
144	4.358678	4.362340	21.673594	21.677256	18.439350	18.442280	
145	4.455376	4.459038	21.683263	21.686925	18.458690	18.461620	
146	4.557580	4.561242	21.693484	21.697146	18.479131	18.482060	
147	4.665230	4.668892	21.704249	21.707911	18.500661	18.503590	
148	4.778261	4.781923	21.715552	21.719214	18.523267	18.526197	
149	4.896603	4.900265	21.727386	21.731048	18.546935	18.549865	
150	5.020187	5.023849	21.739745	21.743407	18.571652	18.574582	
151	5.148937	5.152600	21.752620	21.756282	18.597402	18.600332	
152	5.282777	5.286439	21.766004	21.769666	18.624170	18.627100	
153	5.421625	5.425287	21.779888	21.783550	18.651940	18.654869	
154	5.565398	5.569060	21.794266	21.797928	18.680694	18.683624	
155	5.714009	5.717671	21.809127	21.812789	18.710417	18.713346	
156	5.867369	5.871031	21.824463	21.828125	18.741088	18.744018	
157	6.025385	6.029047	21.840264	21.843926	18.772692	18.775621	
158	6.187962	6.191624	21.856522	21.860184	18.805207	18.808137	
159	6.355002	6.358664	21.873226	21.876888	18.838615	18.841545	
160	6.526405	6.530067	21.890366	21.894028	18.872896	18.875826	
161	6.702068	6.705730	21.907933	21.911595	18.908028	18.910958	
162	6.881884	6.885546	21.925914	21.929576	18.943991	18.946921	
163	7.065745	7.069407	21.944300	21.947962	18.980764	18.983693	
164	7.253540	7.257202	21.963080	21.966742	19.018323	19.021252	
165	7.445157	7.448819	21.982242	21.985904	19.056646	19.059576	
166	7.640480	7.644142	22.001774	22.005436	19.095711	19.098640	
167	7.839391	7.843053	22.021665	22.025327	19.135493	19.138423	
168	8.041771	8.045433	22.041903	22.045565	19.175969	19.178899	
169	8.247497	8.251159	22.062476	22.066138	19.217114	19.220044	
170	8.456446	8.460108	22.083370	22.087033	19.258904	19.261834	
171	8.668491	8.672153	22.104575	22.108237	19.301313	19.304243	
172	8.883506	8.887168	22.126076	22.129739	19.344316	19.347246	
173	9.101360	9.105022	22.147862	22.151524	19.387887	19.390816	
174	9.321922	9.325584	22.169918	22.173580	19.431999	19.434929	
175	9.545060	9.548722	22.192232	22.195894	19.476627	19.479556	
176	9.770639	9.774301	22.214790	22.218452	19.521743	19.524672	
177	9.998523	10.002185	22.237578	22.241240	19.567319	19.570249	
178	10.228575	10.232237	22.260583	22.264245	19.613330	19.616259	
179	10.460656	10.464318	22.283791	22.287454	19.659746	19.662676	
180	10.694626	10.698288	22.307188	22.310851	19.706540	19.709470	
181	10.930346	10.934008	22.330760	22.334422	19.753684	19.756614	
182	11.167671	11.171333	22.354493	22.358155	19.801149	19.804079	
183	11.406461	11.410123	22.378372	22.382034	19.848907	19.851837	
184	11.646570	11.650232	22.402383	22.406045	19.896929	19.899858	
185	11.887854	11.891516	22.426511	22.430173	19.945186	19.948115	
186	12.130168	12.133831	22.450743	22.454405	19.993648	19.996578	
187	12.373366	12.377029	22.475062	22.478725	20.042288	20.045218	
188	12.617302	12.620964	22.499456	22.503118	20.091075	20.094005	
189	12.861828	12.865490	22.523909	22.527571	20.139980	20.142910	
190	13.106796	13.110459	22.548405	22.552068	20.188974	20.191904	
191	13.352061	13.355723	22.572932	22.576594	20.238027	20.240957	
192	13.597473	13.601135	22.597473	22.601135	20.287109	20.290039	
193	13.842885	13.846548	22.622014	22.625676	20.336192	20.339122	
194	14.088150	14.091812	22.646541	22.650203	20.385245	20.388174	
195	14.333119	14.336781	22.671038	22.674700	20.434239	20.437168	
196	14.577645	14.581307	22.695490	22.699152	20.483144	20.486073	
197	14.821580	14.825242	22.719884	22.723546	20.531931	20.534860	
198	15.064778	15.068440	22.744204	22.747866	20.580570	20.583500	
199	15.307092	15.310754	22.768435	22.772097	20.629033	20.631963	
200	15.548376	15.552038	22.792563	22.796226	20.677290	20.680220	
201	15.788486	15.792148	22.816574	22.820236	20.725312	20.728242	
202	16.027275	16.030937	22.840453	22.844115	20.773070	20.775999	
203	16.264601	16.268263	22.864186	22.867848	20.820535	20.823465	
204	16.500320	16.503982	22.887758	22.891420	20.867679	20.870608	
205	16.734291	16.737953	22.911155	22.914817	20.914473	20.917403	
206	16.966372	16.970034	22.934363	22.938025	20.960889	20.963819	
207	17.196424	17.200086	22.957368	22.961030	21.006899	21.009829	
208	17.424307	17.427970	22.980157	22.983819	21.052476	21.055406	
209	17.649886	17.653548	23.002714	23.006377	21.097592	21.100522	
210	17.873024	17.876686	23.025028	23.028690	21.142220	21.145149	
211	18.093586	18.097249	23.047084	23.050747	21.186332	21.189262	
212	18.311441	18.315103	23.068870	23.072532	21.229903	21.232833	
213	18.526455	18.530117	23.090371	23.094033	21.272906	21.275835	
214	18.738501	18.742163	23.111576	23.115238	21.315315	21.318245	
215	18.947449	18.951111	23.132471	23.136133	21.357105	21.360034	
216	19.153175	19.156838	23.153043	23.156705	21.398250	21.401180	
217	19.355555	19.359217	23.173281	23.176943	21.438726	21.441655	
218	19.554466	19.558128	23.193172	23.196835	21.478508	21.481438	
219	19.749789	19.753451	23.212705	23.216367	21.517573	21.520502	
220	19.941406	19.945068	23.231866	23.235529	21.555896	21.558826	
221	20.129202	20.132864	23.250646	23.254308	21.593455	21.596385	
222	20.313063	20.316725	23.269032	23.272694	21.630227	21.633157	
223	20.492879	20.496541	23.287014	23.290676	21.666190	21.669120	
224	20.668541	20.672203	23.304580	23.308242	21.701323	21.704253	
225	20.839944	20.843606	23.321720	23.325382	21.735604	21.738533	
226	21.006984	21.010647	23.338424	23.342086	21.769012	21.771941	
227	21.169562	21.173224	23.354682	23.358344	21.801527	21.804457	
228	21.327578	21.331240	23.370484	23.374146	21.833130	21.836060	
229	21.480937	21.484600	23.385820	23.389482	21.863802	21.866732	
230	21.629548	21.633211	23.400681	23.404343	21.893524	21.896454	
231	21.773321	21.776983	23.415058	23.418720	21.922279	21.925209	
232	21.912169	21.915831	23.428943	23.432605	21.950049	21.952978	
233	22.046009	22.049671	23.442327	23.445989	21.976817	21.979746	
234	22.174759	22.178421	23.455202	23.458864	22.002567	22.005496	
235	22.298343	22.302005	23.467560	23.471222	22.027283	22.030213	
236	22.416686	22.420348	23.479394	23.483057	22.050952	22.053882	
237	22.529716	22.533378	23.490697	23.494360	22.073558	22.076488	
238	22.637366	22.641028	23.501462	23.505125	22.095088	22.098018	
239	22.739571	22.743233	23.511683	23.515345	22.115529	22.118459	
240	22.836268	22.839931	23.521353	23.525015	22.134868	22.137798	
241	22.927401	22.931063	23.530466	23.534128	22.153095	22.156025	
242	23.012914	23.016576	23.539017	23.542679	22.170198	22.173127	
243	23.092755	23.096417	23.547001	23.550663	22.186166	22.189095	
244	23.166877	23.170539	23.554413	23.558076	22.200990	22.203920	
245	23.235234	23.238896	23.561249	23.564911	22.214662	22.217591	
