#    itr              mu            ntot            mtot            etot
       1      -21.000000        0.898987        0.898987      -22.753211
       2       -7.544000        0.799561       -0.429565       -8.691103
       3       -7.759000        0.799316        0.224731       -8.616695
       4       -7.707000        0.799927       -0.116943       -8.571018
       5       -7.684000        0.799194        0.059570       -8.550329
       6       -7.681000        0.799438       -0.030518       -8.549753
       7       -7.673000        0.799194        0.016602       -8.546460
       8       -7.676000        0.799194       -0.008789       -8.546679
       9       -7.672000        0.800415        0.004639       -8.555924
      10       -7.672000        0.799438       -0.002686       -8.546425
      11       -7.673000        0.799438        0.001709       -8.548057
      12       -7.673000        0.799438       -0.001709       -8.548054
      13       -7.673000        0.799438        0.001709       -8.548054
