#    itr              mu            ntot            mtot            etot
       1      -21.000000        2.113342        2.113342      -64.507199
       2        8.598000        2.099609       -1.760620       -1.340650
       3        8.366000        2.099121        1.400024        0.637885
       4        7.985000        2.099243       -1.031250        2.293408
       5        7.740000        2.099243        0.723145        3.522514
       6        7.652000        2.099487       -0.492920        4.241139
       7        7.599000        2.099243        0.333008        4.606944
       8        7.560000        2.099243       -0.225098        4.774917
       9        7.569000        2.099243        0.148926        4.852710
      10        7.545000        2.099487       -0.100342        4.891388
      11        7.559000        2.099487        0.067627        4.909794
      12        7.563000        2.099487       -0.043213        4.916820
      13        7.547000        2.099243        0.028809        4.918871
      14        7.543000        2.099243       -0.018066        4.916903
      15        7.541000        2.099243        0.012207        4.917367
      16        7.554000        2.099731       -0.007812        4.921159
      17        7.561000        2.099243        0.006348        4.923329
      18        7.559000        2.099243       -0.004395        4.917614
      19        7.560000        2.099243        0.002441        4.917643
      20        7.558000        2.099487       -0.000732        4.919499
      21        7.567000        2.099487        0.000732        4.922160
      22        7.567000        2.099487       -0.000732        4.922160
