#    itr              mu            ntot            mtot            etot
       1       -5.998535        2.100708        1.049598      -32.904006
       2        1.852151        2.099274       -0.503289      -10.587321
       3        1.477950        2.099976        0.225708       -8.550431
       4        1.433850        2.100098       -0.099792       -8.068576
       5        1.430350        2.100220        0.045410       -7.971711
       6        1.425534        2.099487       -0.020142       -7.954071
       7        1.422880        2.100708        0.009766       -7.951781
       8        1.427220        2.099487       -0.004517       -7.946594
       9        1.428517        2.100220        0.002197       -7.951750
      10        1.419462        2.099182       -0.001648       -7.948091
      11        1.415684        2.099243        0.000732       -7.954837
