#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-9.304314	-8.319191	-9.304314	-8.319191	-19.914719	-18.867325	
1	-9.304012	-8.318890	-9.301302	-8.316179	-19.910502	-18.863108	
2	-9.303109	-8.317986	-9.292268	-8.307146	-19.897855	-18.850461	
3	-9.301604	-8.316481	-9.277218	-8.292096	-19.876785	-18.829391	
4	-9.299498	-8.314376	-9.256161	-8.271038	-19.847305	-18.799911	
5	-9.296793	-8.311671	-9.229109	-8.243986	-19.809432	-18.762038	
6	-9.293490	-8.308367	-9.196079	-8.210956	-19.763190	-18.715796	
7	-9.289591	-8.304469	-9.157090	-8.171967	-19.708606	-18.661212	
8	-9.285099	-8.299976	-9.112166	-8.127044	-19.645713	-18.598319	
9	-9.280016	-8.294893	-9.061335	-8.076212	-19.574548	-18.527155	
10	-9.274345	-8.289222	-9.004626	-8.019504	-19.495156	-18.447762	
11	-9.268090	-8.282967	-8.942074	-7.956952	-19.407584	-18.360190	
12	-9.261254	-8.276131	-8.873717	-7.888594	-19.311883	-18.264490	
13	-9.253842	-8.268719	-8.799595	-7.814473	-19.208113	-18.160719	
14	-9.245858	-8.260735	-8.719754	-7.734632	-19.096336	-18.048942	
15	-9.237306	-8.252184	-8.634242	-7.649119	-18.976618	-17.929224	
16	-9.228193	-8.243071	-8.543109	-7.557986	-18.849032	-17.801638	
17	-9.218523	-8.233401	-8.446411	-7.461289	-18.713655	-17.666261	
18	-9.208303	-8.223180	-8.344207	-7.359084	-18.570569	-17.523175	
19	-9.197538	-8.212415	-8.236557	-7.251434	-18.419859	-17.372465	
20	-9.186235	-8.201112	-8.123526	-7.138404	-18.261616	-17.214223	
21	-9.174401	-8.189278	-8.005184	-7.020061	-18.095937	-17.048543	
22	-9.162042	-8.176920	-7.881600	-6.896477	-17.922919	-16.875525	
23	-9.149167	-8.164045	-7.752849	-6.767727	-17.742669	-16.695275	
24	-9.135783	-8.150661	-7.619010	-6.633887	-17.555293	-16.507899	
25	-9.121898	-8.136776	-7.480162	-6.495039	-17.360906	-16.313512	
26	-9.107521	-8.122399	-7.336389	-6.351266	-17.159624	-16.112230	
27	-9.092660	-8.107537	-7.187778	-6.202655	-16.951569	-15.904175	
28	-9.077324	-8.092201	-7.034418	-6.049296	-16.736865	-15.689471	
29	-9.061523	-8.076400	-6.876402	-5.891279	-16.515642	-15.468249	
30	-9.045265	-8.060142	-6.713825	-5.728702	-16.288034	-15.240641	
31	-9.028561	-8.043438	-6.546784	-5.561662	-16.054178	-15.006784	
32	-9.011420	-8.026298	-6.375381	-5.390259	-15.814214	-14.766820	
33	-8.993854	-8.008732	-6.199719	-5.214596	-15.568286	-14.520892	
34	-8.975873	-7.990750	-6.019903	-5.034781	-15.316544	-14.269150	
35	-8.957487	-7.972364	-5.836042	-4.850919	-15.059138	-14.011745	
36	-8.938707	-7.953584	-5.648247	-4.663124	-14.796225	-13.748831	
37	-8.919545	-7.934423	-5.456630	-4.471507	-14.527961	-13.480567	
38	-8.900013	-7.914890	-5.261307	-4.276184	-14.254509	-13.207115	
39	-8.880122	-7.894999	-5.062396	-4.077273	-13.976033	-12.928640	
40	-8.859884	-7.874761	-4.860016	-3.874893	-13.692702	-12.645308	
41	-8.839311	-7.854189	-4.654290	-3.669167	-13.404685	-12.357292	
42	-8.818416	-7.833294	-4.445341	-3.460218	-13.112157	-12.064763	
43	-8.797212	-7.812089	-4.233296	-3.248173	-12.815293	-11.767900	
44	-8.775710	-7.790588	-4.018281	-3.033158	-12.514273	-11.466879	
45	-8.753925	-7.768802	-3.800427	-2.815304	-12.209277	-11.161883	
46	-8.731869	-7.746746	-3.579865	-2.594742	-11.900490	-10.853096	
47	-8.709555	-7.724432	-3.356727	-2.371604	-11.588097	-10.540703	
48	-8.686997	-7.701874	-3.131148	-2.146025	-11.272287	-10.224893	
49	-8.664209	-7.679086	-2.903264	-1.918141	-10.953249	-9.905855	
50	-8.641204	-7.656081	-2.673212	-1.688090	-10.631177	-9.583783	
51	-8.617995	-7.632873	-2.441131	-1.456008	-10.306263	-9.258869	
52	-8.594598	-7.609476	-2.207160	-1.222038	-9.978704	-8.931310	
53	-8.571026	-7.585904	-1.971441	-0.986319	-9.648697	-8.601303	
54	-8.547294	-7.562171	-1.734115	-0.748993	-9.316441	-8.269047	
55	-8.523415	-7.538292	-1.495326	-0.510203	-8.982136	-7.934742	
56	-8.499404	-7.514281	-1.255217	-0.270094	-8.645983	-7.598589	
57	-8.475276	-7.490153	-1.013933	-0.028810	-8.308185	-7.260791	
58	-8.451044	-7.465921	-0.771618	0.213504	-7.968945	-6.921551	
59	-8.426724	-7.441602	-0.528420	0.456702	-7.628468	-6.581074	
60	-8.402331	-7.417208	-0.284485	0.700638	-7.286959	-6.239565	
61	-8.377878	-7.392756	-0.039959	0.945163	-6.944623	-5.897229	
62	-8.353381	-7.368259	0.205010	1.190132	-6.601666	-5.554272	
63	-8.328855	-7.343732	0.450274	1.435397	-6.258296	-5.210902	
64	-8.304314	-7.319191	0.695686	1.680809	-5.914719	-4.867325	
65	-8.279772	-7.294650	0.941099	1.926221	-5.571141	-4.523748	
66	-8.255246	-7.270123	1.186363	2.171486	-5.227771	-4.180377	
67	-8.230749	-7.245626	1.431332	2.416455	-4.884815	-3.837421	
68	-8.206297	-7.221174	1.675858	2.660980	-4.542479	-3.495085	
69	-8.181903	-7.196780	1.919793	2.904916	-4.200969	-3.153575	
70	-8.157583	-7.172461	2.162991	3.148114	-3.860492	-2.813098	
71	-8.133352	-7.148229	2.405305	3.390428	-3.521252	-2.473858	
72	-8.109223	-7.124101	2.646590	3.631712	-3.183454	-2.136060	
73	-8.085212	-7.100090	2.886699	3.871821	-2.847301	-1.799907	
74	-8.061333	-7.076211	3.125488	4.110611	-2.512996	-1.465602	
75	-8.037601	-7.052478	3.362814	4.347937	-2.180740	-1.133346	
76	-8.014029	-7.028906	3.598533	4.583656	-1.850733	-0.803339	
77	-7.990632	-7.005509	3.832504	4.817626	-1.523174	-0.475780	
78	-7.967424	-6.982301	4.064585	5.049708	-1.198261	-0.150867	
79	-7.944419	-6.959296	4.294637	5.279759	-0.876188	0.171206	
80	-7.921630	-6.936508	4.522521	5.507643	-0.557151	0.490243	
81	-7.899072	-6.913950	4.748099	5.733222	-0.241340	0.806054	
82	-7.876759	-6.891636	4.971237	5.956360	0.071053	1.118446	
83	-7.854702	-6.869580	5.191800	6.176922	0.379840	1.427234	
84	-7.832917	-6.847794	5.409654	6.394776	0.684836	1.732229	
85	-7.811415	-6.826293	5.624668	6.609791	0.985856	2.033250	
86	-7.790211	-6.805088	5.836714	6.821836	1.282720	2.330114	
87	-7.769316	-6.784193	6.045663	7.030785	1.575248	2.622642	
88	-7.748743	-6.763621	6.251389	7.236511	1.863265	2.910658	
89	-7.728505	-6.743383	6.453768	7.438891	2.146596	3.193990	
