#    itr              mu            ntot            mtot            etot
       1      -21.000000        3.000000        3.000000     -120.408750
       2       11.674000        1.899475       -1.899475        4.029899
       3        8.540000        1.899536        1.740234       -0.934450
       4        9.231000        1.899048       -1.702637        0.514282
       5        9.389000        1.899292        1.694580        0.848690
       6        9.429000        1.899292       -1.692627        0.924501
       7        9.430000        1.899292        1.691650        0.942115
       8        9.434000        1.899780       -1.691162        0.955460
       9        9.436000        1.899292        1.690674        0.962231
      10        9.431000        1.899292       -1.690674        0.959589
      11        9.431000        1.899292        1.690674        0.959589
