# n = 1.7 U  = 19.0 J = 4.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       21.069100        1.700073        0.200317       28.343558
       2       21.031165        1.700317        0.098389       28.702263
       3       20.985497        1.700317        0.049316       28.777413
       4       20.980921        1.700317        0.022705       28.798280
       5       20.971099        1.700317        0.012939       28.802648
       6       20.970609        1.700317        0.008545       28.803447
       7       20.973931        1.700317        0.005859       28.803510
       8       20.978412        1.700317        0.004395       28.803892
       9       20.982334        1.700317        0.002441       28.804209
      10       20.972334        1.700073        0.001587       28.798866
      11       20.970634        1.700073        0.001099       28.792525
      12       20.970734        1.700073        0.001099       28.792531
      13       20.970734        1.700073        0.001099       28.792531
