#    itr              mu            ntot            mtot            etot
       1       46.740000        4.699097        0.134277      172.008998
       2       46.752000        4.699341        0.058960      172.088100
       3       46.769000        4.699097        0.027100      172.105417
       4       46.758000        4.699097        0.012939      172.098926
       5       46.766000        4.700073        0.007324      172.145093
       6       46.770000        4.699829        0.003784      172.172249
       7       46.767000        4.699585        0.002686      172.151472
       8       46.766000        4.699585        0.001221      172.141882
       9       46.762000        4.699097        0.000488      172.119172
      10       46.758000        4.700073        0.000000      172.145518
      11       46.765000        4.699097        0.000000      172.138258
      12       46.757000        4.700073        0.000000      172.145518
