#    itr              mu            ntot            mtot            etot
       1       45.158203        4.499695        0.749124       55.402226
       2       19.367728        4.499451       -0.691061       42.315326
       3       19.408087        4.499664        0.653002       42.823067
       4       19.423768        4.499664       -0.627846       43.098476
       5       19.458305        4.499542        0.609840       43.291997
       6       19.458731        4.499939       -0.598988       43.387665
       7       19.481713        4.499054        0.588959       43.481279
       8       19.492431        4.499542       -0.579061       43.546686
       9       19.521795        4.500641        0.571472       43.624801
      10       19.532445        4.499237       -0.566687       43.667309
      11       19.550462        4.499084        0.563100       43.694648
      12       19.551354        4.499573       -0.559216       43.697440
      13       19.570410        4.500488        0.556402       43.760136
      14       19.576912        4.500519       -0.555551       43.805273
      15       19.574695        4.500153        0.554428       43.787828
      16       19.572360        4.499756       -0.552732       43.787716
      17       19.578967        4.499054        0.551108       43.783162
      18       19.583665        4.499420       -0.552048       43.791645
