#    itr              mu            ntot            mtot            etot
       1       -4.489000        2.599060        2.599060      -38.663260
       2        7.408000        2.599243       -1.166016       -1.054467
       3        7.638000        2.599243        0.484863        1.690540
       4        7.700000        2.599243       -0.200195        2.245644
       5        7.712000        2.599243        0.083008        2.341074
       6        7.695000        2.599243       -0.035156        2.356574
       7        7.699000        2.599487        0.017822        2.361722
       8        7.712000        2.599487       -0.010010        2.364288
       9        7.720000        2.599487        0.008057        2.364338
      10        7.723000        2.599976       -0.006592        2.368248
      11        7.727000        2.599487        0.005127        2.368762
      12        7.728000        2.599487       -0.005127        2.364620
      13        7.728000        2.599487        0.005127        2.364620
