# n = 5.5 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       77.383000        5.499451        0.250275      345.706426
       2       73.696000        5.500061        0.196381      347.671319
       3       73.671000        5.499268        0.158630      347.726423
       4       73.637000        5.500122        0.127197      347.775123
       5       73.621000        5.500122        0.099854      347.854643
       6       73.611000        5.499390        0.077759      347.816850
       7       73.599000        5.499390        0.060181      347.780388
       8       73.596000        5.500122        0.045898      347.840990
       9       73.597000        5.499390        0.034302      347.837737
      10       73.592000        5.499146        0.026367      347.775161
      11       73.586000        5.499146        0.020508      347.760893
      12       73.587000        5.499146        0.016113      347.761707
      13       73.589000        5.499146        0.013184      347.762218
      14       73.588000        5.500366        0.010620      347.851946
      15       73.603000        5.500122        0.008789      347.912581
      16       73.600000        5.499146        0.006348      347.825302
      17       73.591000        5.499146        0.005371      347.762705
      18       73.590000        5.499878        0.003784      347.816633
      19       73.594000        5.499878        0.002808      347.863666
      20       73.593000        5.499390        0.002563      347.827749
      21       73.588000        5.499390        0.002075      347.796333
      22       73.589000        5.499390        0.002075      347.796477
      23       73.589000        5.499390        0.001587      347.796337
      24       73.589000        5.499390        0.001587      347.796480
      25       73.589000        5.499390        0.001587      347.796480
