#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	26.350729	2.736520	26.350762	2.736578	15.374120	-8.586604	48.623144	25.008960	48.623179	25.008970	47.591090	23.630366	
1	26.351027	2.736817	26.353737	2.739553	15.378320	-8.582404	48.620169	25.005985	48.622882	25.008672	47.590504	23.629780	
2	26.351919	2.737709	26.362660	2.748476	15.390918	-8.569806	48.611246	24.997062	48.621989	25.007780	47.588746	23.628022	
3	26.353406	2.739196	26.377525	2.763342	15.411907	-8.548817	48.596381	24.982197	48.620503	25.006293	47.585817	23.625094	
4	26.355486	2.741276	26.398324	2.784140	15.441273	-8.519450	48.575583	24.961399	48.618423	25.004213	47.581720	23.620996	
5	26.358158	2.743948	26.425041	2.810857	15.478999	-8.481724	48.548865	24.934682	48.615751	25.001541	47.576456	23.615732	
6	26.361420	2.747211	26.457661	2.843477	15.525062	-8.435662	48.516246	24.902062	48.612488	24.998279	47.570030	23.609306	
7	26.365271	2.751062	26.496161	2.881978	15.579434	-8.381290	48.477745	24.863561	48.608637	24.994427	47.562445	23.601721	
8	26.369709	2.755499	26.540519	2.926335	15.642081	-8.318643	48.433388	24.819204	48.604200	24.989990	47.553706	23.592982	
9	26.374729	2.760520	26.590704	2.976520	15.712965	-8.247759	48.383203	24.769019	48.599179	24.984970	47.543820	23.583096	
10	26.380331	2.766121	26.646684	3.032500	15.792043	-8.168681	48.327222	24.713039	48.593578	24.979368	47.532792	23.572068	
11	26.386509	2.772299	26.708424	3.094240	15.879267	-8.081456	48.265483	24.651299	48.587400	24.973190	47.520630	23.559906	
12	26.393260	2.779050	26.775882	3.161699	15.974585	-7.986139	48.198024	24.583840	48.580648	24.966439	47.507341	23.546618	
13	26.400581	2.786371	26.849017	3.234833	16.077936	-7.882788	48.124889	24.510706	48.573328	24.959118	47.492936	23.532212	
14	26.408466	2.794257	26.927779	3.313595	16.189259	-7.771464	48.046127	24.431943	48.565442	24.951232	47.477422	23.516698	
15	26.416912	2.802702	27.012119	3.397935	16.308486	-7.652237	47.961788	24.347604	48.556997	24.942787	47.460810	23.500086	
16	26.425912	2.811703	27.101979	3.487796	16.435545	-7.525179	47.871927	24.257743	48.547996	24.933787	47.443111	23.482387	
17	26.435462	2.821252	27.197303	3.583120	16.570356	-7.390368	47.776603	24.162419	48.538447	24.924237	47.424337	23.463613	
18	26.445555	2.831346	27.298028	3.683844	16.712839	-7.247885	47.675878	24.061695	48.528353	24.914143	47.404500	23.443776	
